id,asset_id,template_id,technician_user_id,priority,status,scheduled_at,started_at,completed_at,checklist_result,parts_cost,labor_cost,downtime_minutes,outcome,completion_notes,next_due_at,created_at,updated_at,created_by,updated_by
ebb296c6-924e-48ee-8662-6f755c993d68,467e9c3f-f4d6-4e94-8754-103c91accc9f,ba34b363-aaaf-4973-9c54-304cdc093281,089d3e35-dd8e-48ab-991e-a8f94ccfd969,high,completed,2025-06-29 12:36:10.142818+00,2025-07-03 20:36:10.142818+00,2025-07-03 21:49:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,120.00,73,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-12-26 12:36:10.142818+00,2025-06-29 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
8403fbc8-d4bf-4bad-a3c1-6ba13cb36b05,467e9c3f-f4d6-4e94-8754-103c91accc9f,ba34b363-aaaf-4973-9c54-304cdc093281,dac8cfc5-9369-4ddd-93a4-0a33c40b54b1,medium,completed,2025-12-26 12:36:10.142818+00,2025-12-28 01:36:10.142818+00,2025-12-28 03:11:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,240.00,95,preventive service completed,"Scheduled preventive maintenance, no fault found.",2026-06-24 12:36:10.142818+00,2025-12-26 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
44f3be62-161c-4dc7-a601-d70293b2e162,467e9c3f-f4d6-4e94-8754-103c91accc9f,ba34b363-aaaf-4973-9c54-304cdc093281,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,medium,completed,2026-06-24 12:36:10.142818+00,2026-06-25 22:36:10.142818+00,2026-06-26 00:55:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",513.00,120.00,139,preventive service completed,"Scheduled preventive maintenance, no fault found.",2026-12-21 12:36:10.142818+00,2026-06-24 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
b478a2fc-271d-425b-bc33-e8b7eb72e210,467e9c3f-f4d6-4e94-8754-103c91accc9f,ba34b363-aaaf-4973-9c54-304cdc093281,074adb51-413b-4a95-a297-532a23028420,high,open,2026-12-21 12:36:10.142818+00,,,{},0.00,0.00,0,,,,2026-09-14 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
bb125fba-89b2-4780-ac58-d6465ed8c086,467e9c3f-f4d6-4e94-8754-103c91accc9f,,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,high,completed,2024-05-16 22:36:10.142818+00,2024-05-16 22:36:10.142818+00,2024-05-18 01:41:10.142818+00,"{""fault_confirmed"": true}",0.00,450.00,1625,part replaced,Corrective job raised from a fault report.,,2024-05-16 22:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
1d1834c5-843e-4ab1-ae57-1368fabc084f,e77faed2-8148-414a-b43c-1e0519f3e995,ba34b363-aaaf-4973-9c54-304cdc093281,b0b54190-fcf5-486a-aa97-94a938211aec,high,completed,2024-01-11 12:36:10.142818+00,2024-01-17 23:36:10.142818+00,2024-01-18 00:19:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,240.00,43,preventive service completed,"Scheduled preventive maintenance, no fault found.",2024-07-09 12:36:10.142818+00,2024-01-11 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
9da8514e-af24-48e3-9bb2-fc8b3850ab6f,e77faed2-8148-414a-b43c-1e0519f3e995,ba34b363-aaaf-4973-9c54-304cdc093281,089d3e35-dd8e-48ab-991e-a8f94ccfd969,low,completed,2024-07-09 12:36:10.142818+00,2024-07-14 00:36:10.142818+00,2024-07-14 01:57:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,240.00,81,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-01-05 12:36:10.142818+00,2024-07-09 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
96aa79c0-15a3-4a96-9340-7f8cf799e51c,e77faed2-8148-414a-b43c-1e0519f3e995,ba34b363-aaaf-4973-9c54-304cdc093281,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,medium,completed,2025-01-05 12:36:10.142818+00,2025-01-09 20:36:10.142818+00,2025-01-09 21:28:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,240.00,52,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-07-04 12:36:10.142818+00,2025-01-05 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
3ad1e122-17ba-486d-97d6-3d3d0f966fda,e77faed2-8148-414a-b43c-1e0519f3e995,ba34b363-aaaf-4973-9c54-304cdc093281,dac8cfc5-9369-4ddd-93a4-0a33c40b54b1,medium,completed,2025-07-04 12:36:10.142818+00,2025-07-04 21:36:10.142818+00,2025-07-05 00:14:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,240.00,158,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-12-31 12:36:10.142818+00,2025-07-04 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
ba5b865f-44fb-41fd-a6b0-4add59ab05e4,e77faed2-8148-414a-b43c-1e0519f3e995,ba34b363-aaaf-4973-9c54-304cdc093281,074adb51-413b-4a95-a297-532a23028420,high,completed,2025-12-31 12:36:10.142818+00,2026-01-08 23:36:10.142818+00,2026-01-09 00:26:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",645.00,240.00,50,preventive service completed,"Scheduled preventive maintenance, no fault found.",2026-06-29 12:36:10.142818+00,2025-12-31 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
4e09c21e-527c-421a-90d8-e65b0025ed59,e77faed2-8148-414a-b43c-1e0519f3e995,ba34b363-aaaf-4973-9c54-304cdc093281,b0b54190-fcf5-486a-aa97-94a938211aec,medium,scheduled,2026-06-29 12:36:10.142818+00,,,{},0.00,0.00,0,,,,2026-06-22 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
08ee4aab-a416-4d69-9a40-861a1e9927a9,e77faed2-8148-414a-b43c-1e0519f3e995,,c2f8c8e5-af2d-4fa5-bef8-f8c299334c4a,medium,completed,2024-06-09 03:36:10.142818+00,2024-06-09 03:36:10.142818+00,2024-06-09 17:54:10.142818+00,"{""fault_confirmed"": true}",1766.00,600.00,858,cleaned and reconfigured,Corrective job raised from a fault report.,,2024-06-09 03:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
dd6e575a-bc67-47ab-a639-1e0105957d14,e77faed2-8148-414a-b43c-1e0519f3e995,,dac8cfc5-9369-4ddd-93a4-0a33c40b54b1,high,completed,2023-09-27 00:36:10.142818+00,2023-09-27 00:36:10.142818+00,2023-09-28 09:30:10.142818+00,"{""fault_confirmed"": true}",1146.00,150.00,1974,escalated to supplier,Corrective job raised from a fault report.,,2023-09-27 00:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
e91b3182-1a95-4388-a734-e402f272e57b,9f891e35-0ad6-48e1-a6c9-1e705b762a46,ba34b363-aaaf-4973-9c54-304cdc093281,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,medium,completed,2024-01-08 12:36:10.142818+00,2024-01-10 22:36:10.142818+00,2024-01-10 23:43:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,240.00,67,preventive service completed,"Scheduled preventive maintenance, no fault found.",2024-07-06 12:36:10.142818+00,2024-01-08 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
e13235b0-cfb5-45e4-aa53-0df34a7d385e,9f891e35-0ad6-48e1-a6c9-1e705b762a46,ba34b363-aaaf-4973-9c54-304cdc093281,c2f8c8e5-af2d-4fa5-bef8-f8c299334c4a,medium,completed,2024-07-06 12:36:10.142818+00,2024-07-09 21:36:10.142818+00,2024-07-09 22:53:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,480.00,77,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-01-02 12:36:10.142818+00,2024-07-06 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
67b06457-23bd-4348-9940-b2d7ed615403,9f891e35-0ad6-48e1-a6c9-1e705b762a46,ba34b363-aaaf-4973-9c54-304cdc093281,074adb51-413b-4a95-a297-532a23028420,low,completed,2025-01-02 12:36:10.142818+00,2025-01-11 02:36:10.142818+00,2025-01-11 04:36:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",489.00,120.00,120,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-07-01 12:36:10.142818+00,2025-01-02 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
3f9356f2-7a0e-4385-b4d0-43618872eb6a,9f891e35-0ad6-48e1-a6c9-1e705b762a46,ba34b363-aaaf-4973-9c54-304cdc093281,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,low,completed,2025-07-01 12:36:10.142818+00,2025-07-06 22:36:10.142818+00,2025-07-07 00:22:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,240.00,106,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-12-28 12:36:10.142818+00,2025-07-01 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
1d44a953-67fa-4dbf-8bfe-757481d18de0,9f891e35-0ad6-48e1-a6c9-1e705b762a46,ba34b363-aaaf-4973-9c54-304cdc093281,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,low,completed,2025-12-28 12:36:10.142818+00,2026-01-04 00:36:10.142818+00,2026-01-04 02:25:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",666.00,240.00,109,preventive service completed,"Scheduled preventive maintenance, no fault found.",2026-06-26 12:36:10.142818+00,2025-12-28 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
800cbd74-c079-4d39-ba9e-d12c25837f13,9f891e35-0ad6-48e1-a6c9-1e705b762a46,ba34b363-aaaf-4973-9c54-304cdc093281,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,low,completed,2026-06-26 12:36:10.142818+00,2026-07-02 00:36:10.142818+00,2026-07-02 03:25:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,120.00,169,preventive service completed,"Scheduled preventive maintenance, no fault found.",2026-12-23 12:36:10.142818+00,2026-06-26 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
552040bf-a611-4cef-bfbc-011815e3e800,9f891e35-0ad6-48e1-a6c9-1e705b762a46,ba34b363-aaaf-4973-9c54-304cdc093281,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,low,open,2026-12-23 12:36:10.142818+00,,,{},0.00,0.00,0,,,,2026-09-14 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
c1c7b46b-aadf-49ea-b7fe-e355107acb36,9f891e35-0ad6-48e1-a6c9-1e705b762a46,,dac8cfc5-9369-4ddd-93a4-0a33c40b54b1,high,completed,2024-03-20 21:36:10.142818+00,2024-03-20 21:36:10.142818+00,2024-03-21 04:01:10.142818+00,"{""fault_confirmed"": true}",1304.00,450.00,385,part replaced,Corrective job raised from a fault report.,,2024-03-20 21:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
8863b34b-8383-4dfc-98bd-fa85a98512da,9ed52322-f33c-4619-893c-71eda69e8700,ba34b363-aaaf-4973-9c54-304cdc093281,074adb51-413b-4a95-a297-532a23028420,low,completed,2026-01-22 00:00:00+00,2026-01-22 10:00:00+00,2026-01-22 12:25:00+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",753.00,240.00,145,preventive service completed,"Scheduled preventive maintenance, no fault found.",2026-07-21 00:00:00+00,2026-01-22 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
4c2ce991-cb88-4c97-8836-50fe4d6e8854,9ed52322-f33c-4619-893c-71eda69e8700,ba34b363-aaaf-4973-9c54-304cdc093281,dac8cfc5-9369-4ddd-93a4-0a33c40b54b1,high,completed,2026-07-21 00:00:00+00,2026-07-26 11:00:00+00,2026-07-26 13:52:00+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",244.00,120.00,172,preventive service completed,"Scheduled preventive maintenance, no fault found.",2027-01-17 00:00:00+00,2026-07-21 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
9346bb71-ebb5-41ce-91c1-ba663f105746,9ed52322-f33c-4619-893c-71eda69e8700,ba34b363-aaaf-4973-9c54-304cdc093281,074adb51-413b-4a95-a297-532a23028420,medium,open,2027-01-17 00:00:00+00,,,{},0.00,0.00,0,,,,2026-09-14 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
92b1c144-86a4-49ff-86c5-673f425fc162,3ae86300-9fe1-4552-a316-34c040785fbb,ba34b363-aaaf-4973-9c54-304cdc093281,089d3e35-dd8e-48ab-991e-a8f94ccfd969,high,completed,2024-08-27 00:00:00+00,2024-09-02 09:00:00+00,2024-09-02 09:47:00+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,120.00,47,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-02-23 00:00:00+00,2024-08-27 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
0e847005-e5ac-4d13-8b55-0fd867d48539,3ae86300-9fe1-4552-a316-34c040785fbb,ba34b363-aaaf-4973-9c54-304cdc093281,089d3e35-dd8e-48ab-991e-a8f94ccfd969,medium,completed,2025-02-23 00:00:00+00,2025-03-01 14:00:00+00,2025-03-01 15:48:00+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,480.00,108,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-08-22 00:00:00+00,2025-02-23 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
beb51dbb-69ef-4b15-b966-dc47ba070f63,9892c8cd-4af3-4919-b0fd-35f0fc590402,,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,high,completed,2024-07-21 22:36:10.142818+00,2024-07-21 22:36:10.142818+00,2024-07-23 18:58:10.142818+00,"{""fault_confirmed"": true}",2101.00,150.00,2662,cleaned and reconfigured,Corrective job raised from a fault report.,,2024-07-21 22:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
f16e4509-b4d4-4073-b8fd-f5d795dd6485,3ae86300-9fe1-4552-a316-34c040785fbb,ba34b363-aaaf-4973-9c54-304cdc093281,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,medium,completed,2025-08-22 00:00:00+00,2025-08-29 12:00:00+00,2025-08-29 12:45:00+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",318.00,120.00,45,preventive service completed,"Scheduled preventive maintenance, no fault found.",2026-02-18 00:00:00+00,2025-08-22 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
8192f0ad-18ad-44c6-a277-a5d187b04d60,3ae86300-9fe1-4552-a316-34c040785fbb,ba34b363-aaaf-4973-9c54-304cdc093281,074adb51-413b-4a95-a297-532a23028420,medium,completed,2026-02-18 00:00:00+00,2026-02-19 12:00:00+00,2026-02-19 12:47:00+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",434.00,120.00,47,preventive service completed,"Scheduled preventive maintenance, no fault found.",2026-08-17 00:00:00+00,2026-02-18 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
0afd3347-58af-4a6c-98c2-0512e98841e7,3ae86300-9fe1-4552-a316-34c040785fbb,ba34b363-aaaf-4973-9c54-304cdc093281,b0b54190-fcf5-486a-aa97-94a938211aec,low,completed,2026-08-17 00:00:00+00,2026-08-25 14:00:00+00,2026-08-25 15:30:00+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,360.00,90,preventive service completed,"Scheduled preventive maintenance, no fault found.",2027-02-13 00:00:00+00,2026-08-17 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
25b82bea-2c6c-44fe-bddb-53595813003c,3ae86300-9fe1-4552-a316-34c040785fbb,ba34b363-aaaf-4973-9c54-304cdc093281,089d3e35-dd8e-48ab-991e-a8f94ccfd969,medium,open,2027-02-13 00:00:00+00,,,{},0.00,0.00,0,,,,2026-09-14 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
f1a66f96-47c0-474c-ba87-6f77a309f9fb,3ae86300-9fe1-4552-a316-34c040785fbb,,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,critical,completed,2026-04-15 20:36:10.142818+00,2026-04-15 20:36:10.142818+00,2026-04-16 15:52:10.142818+00,"{""fault_confirmed"": true}",1478.00,300.00,1156,no fault found,Corrective job raised from a fault report.,,2026-04-15 20:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
60cf75c2-50e4-4872-92f5-aa4f12678364,a6f7dee7-6d93-4ca9-b28b-dfbbbfd3e24b,ba34b363-aaaf-4973-9c54-304cdc093281,089d3e35-dd8e-48ab-991e-a8f94ccfd969,medium,completed,2024-02-26 00:00:00+00,2024-02-26 12:00:00+00,2024-02-26 13:07:00+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,120.00,67,preventive service completed,"Scheduled preventive maintenance, no fault found.",2024-08-24 00:00:00+00,2024-02-26 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
7758bfdf-969f-47bc-a6e6-846e8e88e3ca,a6f7dee7-6d93-4ca9-b28b-dfbbbfd3e24b,ba34b363-aaaf-4973-9c54-304cdc093281,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,medium,completed,2024-08-24 00:00:00+00,2024-08-25 11:00:00+00,2024-08-25 13:21:00+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,120.00,141,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-02-20 00:00:00+00,2024-08-24 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
dd9c5d21-8f65-4120-821b-90ede5ecf1bc,a6f7dee7-6d93-4ca9-b28b-dfbbbfd3e24b,ba34b363-aaaf-4973-9c54-304cdc093281,dac8cfc5-9369-4ddd-93a4-0a33c40b54b1,high,completed,2025-02-20 00:00:00+00,2025-02-23 11:00:00+00,2025-02-23 12:01:00+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",282.00,120.00,61,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-08-19 00:00:00+00,2025-02-20 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
f71233ed-2218-45fd-817a-c1b34858c9d6,a6f7dee7-6d93-4ca9-b28b-dfbbbfd3e24b,ba34b363-aaaf-4973-9c54-304cdc093281,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,medium,completed,2025-08-19 00:00:00+00,2025-08-26 09:00:00+00,2025-08-26 11:45:00+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,360.00,165,preventive service completed,"Scheduled preventive maintenance, no fault found.",2026-02-15 00:00:00+00,2025-08-19 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
12da18ec-bec2-4ae4-ac01-e042ce572cd3,a6f7dee7-6d93-4ca9-b28b-dfbbbfd3e24b,ba34b363-aaaf-4973-9c54-304cdc093281,c2f8c8e5-af2d-4fa5-bef8-f8c299334c4a,high,scheduled,2026-02-15 00:00:00+00,,,{},0.00,0.00,0,,,,2026-02-08 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
356851f2-6fe0-4636-bbcb-cfd24d10a948,7731c589-5c32-4851-92e4-e210de77438b,ba34b363-aaaf-4973-9c54-304cdc093281,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,low,completed,2023-10-26 12:36:10.142818+00,2023-10-26 20:36:10.142818+00,2023-10-26 23:32:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",575.00,120.00,176,preventive service completed,"Scheduled preventive maintenance, no fault found.",2024-04-23 12:36:10.142818+00,2023-10-26 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
b514d5df-76cd-407e-9214-4c6cfdc74567,7731c589-5c32-4851-92e4-e210de77438b,ba34b363-aaaf-4973-9c54-304cdc093281,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,low,completed,2024-04-23 12:36:10.142818+00,2024-05-01 01:36:10.142818+00,2024-05-01 03:35:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,120.00,119,preventive service completed,"Scheduled preventive maintenance, no fault found.",2024-10-20 12:36:10.142818+00,2024-04-23 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
cc808374-dfb0-40e7-a7f8-b2aa855d936d,7731c589-5c32-4851-92e4-e210de77438b,ba34b363-aaaf-4973-9c54-304cdc093281,316fff45-4cbd-4c5f-aa69-23e361e9fdb0,high,completed,2024-10-20 12:36:10.142818+00,2024-10-23 00:36:10.142818+00,2024-10-23 02:26:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",398.00,480.00,110,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-04-18 12:36:10.142818+00,2024-10-20 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
71e64229-d381-4ad2-9dd8-a4c098fc9cc6,7731c589-5c32-4851-92e4-e210de77438b,ba34b363-aaaf-4973-9c54-304cdc093281,c2f8c8e5-af2d-4fa5-bef8-f8c299334c4a,medium,completed,2025-04-18 12:36:10.142818+00,2025-04-18 21:36:10.142818+00,2025-04-18 23:27:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,240.00,111,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-10-15 12:36:10.142818+00,2025-04-18 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
c28a2880-47c5-4144-be09-af2589799ad2,7731c589-5c32-4851-92e4-e210de77438b,ba34b363-aaaf-4973-9c54-304cdc093281,b0b54190-fcf5-486a-aa97-94a938211aec,high,completed,2025-10-15 12:36:10.142818+00,2025-10-16 23:36:10.142818+00,2025-10-17 00:19:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,360.00,43,preventive service completed,"Scheduled preventive maintenance, no fault found.",2026-04-13 12:36:10.142818+00,2025-10-15 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
b18a4f58-b7b3-4d3c-851c-b78e96bb9f28,7731c589-5c32-4851-92e4-e210de77438b,ba34b363-aaaf-4973-9c54-304cdc093281,b0b54190-fcf5-486a-aa97-94a938211aec,medium,scheduled,2026-04-13 12:36:10.142818+00,,,{},0.00,0.00,0,,,,2026-04-06 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
cadd32cb-d0bd-4583-8b4b-05c674b4b35c,251bed42-7dd7-48e3-a3f9-dfb761afc8ed,ba34b363-aaaf-4973-9c54-304cdc093281,dac8cfc5-9369-4ddd-93a4-0a33c40b54b1,medium,completed,2024-03-18 12:36:10.142818+00,2024-03-25 20:36:10.142818+00,2024-03-25 22:56:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",590.00,240.00,140,preventive service completed,"Scheduled preventive maintenance, no fault found.",2024-09-14 12:36:10.142818+00,2024-03-18 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
9f08d1ea-9d3e-462d-a19b-9b9c1077182e,251bed42-7dd7-48e3-a3f9-dfb761afc8ed,ba34b363-aaaf-4973-9c54-304cdc093281,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,high,completed,2024-09-14 12:36:10.142818+00,2024-09-20 23:36:10.142818+00,2024-09-21 01:32:10.142818+00,"{""functional_test"": ""pass"", ""visual_inspection"": ""pass""}",0.00,240.00,116,preventive service completed,"Scheduled preventive maintenance, no fault found.",2025-03-13 12:36:10.142818+00,2024-09-14 12:36:10.142818+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,60694a33-64df-4703-bb1f-20bc3948e683
