id,category_id,current_location_id,custodian_user_id,asset_tag,serial_number,brand,model,specifications,condition,status,purchase_date,purchase_cost,next_maintenance_due_at,risk_band,risk_reasons,retired_at,retirement_reason,created_at,updated_at,created_by,updated_by
cc411e9a-a16f-42fe-9925-f9d122641356,9fc46e12-92c2-4613-b9b1-dd8845412769,ba4b9298-99d3-4aa9-8d04-f4d0d933550d,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-IT-PROJ-00381,ITPROJ-204554,Epson,BeamPro 103,"{""lumens"": 3000, ""lamp_hours"": 1593}",fair,active,2021-12-21,18700.00,,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""119% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.400}]",,,2021-12-28 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
4b614724-1bd6-4d20-9a0d-9353a9280b10,95ef5f39-7726-40fc-a96e-a70dc1197538,4c2ec75b-86b2-44fa-94e9-0ac0abe593cc,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,AST-IT-MONITOR-00390,ITMONITOR-816428,ViewSonic,V24HD,"{""size_in"": 22, ""resolution"": ""1920x1080""}",good,active,2024-04-01,4220.00,2027-05-01 00:00:00+00,low,"[{""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.050}]",,,2024-04-08 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
82c25a93-995b-40cd-ba33-04e2f4ae556e,9fc46e12-92c2-4613-b9b1-dd8845412769,ad7545d1-5dd0-4c6a-9a2b-f8865e75563f,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,AST-IT-PROJ-00357,ITPROJ-889706,Epson,BeamPro 117,"{""lumens"": 3000, ""lamp_hours"": 998}",fair,active,2022-05-01,16600.00,,high,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""110% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""high_downtime"", ""detail"": ""19 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.500}]",,,2022-05-08 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
c7206189-6020-407a-b13a-04587e0cffb5,9fc46e12-92c2-4613-b9b1-dd8845412769,93723cd6-95df-412a-ae14-7ffbe9982442,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-IT-PROJ-00333,ITPROJ-926569,Epson,BeamPro 113,"{""lumens"": 3500, ""lamp_hours"": 1364}",good,active,2024-02-11,18700.00,,low,"[{""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.100}]",,,2024-02-18 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
890675af-b0d5-4ab7-aada-2cc496ebede6,9fc46e12-92c2-4613-b9b1-dd8845412769,02bca8b1-2624-4782-8cf9-81f6abe4f201,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-IT-PROJ-00285,ITPROJ-866269,Epson,BeamPro 102,"{""lumens"": 3500, ""lamp_hours"": 960}",good,active,2020-01-02,18700.00,,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""168% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.400}]",,,2020-01-09 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
11dd7026-107f-4ab0-94ef-c7dd46e8b02d,9fc46e12-92c2-4613-b9b1-dd8845412769,1396d3ba-cbf5-462b-9ba0-f055e43663f9,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-IT-PROJ-00237,ITPROJ-326185,Epson,BeamPro 115,"{""lumens"": 3500, ""lamp_hours"": 1738}",good,active,2023-03-29,14500.00,,medium,"[{""code"": ""age_high"", ""detail"": ""87% of expected life consumed"", ""weight"": 0.15}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.250}]",,,2023-04-05 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
03f5850e-92bd-4a5a-b8a7-dec25e1eab57,9fc46e12-92c2-4613-b9b1-dd8845412769,ba4b9298-99d3-4aa9-8d04-f4d0d933550d,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-IT-PROJ-00213,ITPROJ-803841,BenQ,BeamPro 109,"{""lumens"": 3500, ""lamp_hours"": 681}",fair,active,2024-11-08,18700.00,,low,"[{""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""warranty_expiring"", ""detail"": ""48 days of warranty cover left"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.100}]",,,2024-11-15 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
d08e3369-1186-4b80-ad3e-83a134b80b87,9fc46e12-92c2-4613-b9b1-dd8845412769,ad7545d1-5dd0-4c6a-9a2b-f8865e75563f,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,AST-IT-PROJ-00189,ITPROJ-458702,Epson,BeamPro 117,"{""lumens"": 4500, ""lamp_hours"": 1909}",good,active,2022-08-31,18700.00,,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""101% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.400}]",,,2022-09-07 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
228c0a54-08b1-4b59-8dc8-c7747ec40b3e,9fc46e12-92c2-4613-b9b1-dd8845412769,93723cd6-95df-412a-ae14-7ffbe9982442,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-IT-PROJ-00165,ITPROJ-616169,Epson,BeamPro 108,"{""lumens"": 3000, ""lamp_hours"": 2340}",good,active,2023-07-14,16600.00,,medium,"[{""code"": ""age_high"", ""detail"": ""80% of expected life consumed"", ""weight"": 0.15}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.250}]",,,2023-07-21 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
08d95983-0bee-4182-af3d-4fa2d1c35d03,9fc46e12-92c2-4613-b9b1-dd8845412769,a794d2a5-d422-4ca5-97b2-a4c30210ff52,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-IT-PROJ-00141,ITPROJ-886508,BenQ,BeamPro 119,"{""lumens"": 3000, ""lamp_hours"": 1814}",fair,active,2023-12-13,18700.00,,low,"[{""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.100}]",,,2023-12-20 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
ef9d9b2a-d0cb-43b6-9c41-f90457b223de,9fc46e12-92c2-4613-b9b1-dd8845412769,02bca8b1-2624-4782-8cf9-81f6abe4f201,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-IT-PROJ-00117,ITPROJ-644750,Epson,BeamPro 105,"{""lumens"": 5000, ""lamp_hours"": 1955}",good,active,2024-05-21,16600.00,,low,"[{""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.100}]",,,2024-05-28 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
ad70c26e-da27-4579-9127-074cce3c7399,9fc46e12-92c2-4613-b9b1-dd8845412769,5b86b773-2072-4cf6-ac59-aa6ed5c9e277,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,AST-IT-PROJ-00093,ITPROJ-694928,BenQ,BeamPro 100,"{""lumens"": 3500, ""lamp_hours"": 230}",good,active,2023-04-30,14500.00,,medium,"[{""code"": ""age_high"", ""detail"": ""85% of expected life consumed"", ""weight"": 0.15}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.250}]",,,2023-05-07 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
9cd6b15d-724e-43d3-9850-a44b811353ba,9fc46e12-92c2-4613-b9b1-dd8845412769,1396d3ba-cbf5-462b-9ba0-f055e43663f9,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-IT-PROJ-00069,ITPROJ-307009,Epson,BeamPro 111,"{""lumens"": 3000, ""lamp_hours"": 926}",good,active,2026-02-05,14500.00,,low,"[{""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.050}]",,,2026-02-12 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
070d78f4-1bc0-43c0-aaec-fcb4a90ed8a5,9fc46e12-92c2-4613-b9b1-dd8845412769,ba4b9298-99d3-4aa9-8d04-f4d0d933550d,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-IT-PROJ-00045,ITPROJ-838433,BenQ,BeamPro 117,"{""lumens"": 4500, ""lamp_hours"": 320}",fair,active,2021-04-28,16600.00,,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""135% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.400}]",,,2021-05-05 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
6439ccdc-2d33-4bae-b07b-f6e7c4676f4d,f0a14b69-c0ce-4372-ae3d-ae946d801d82,b9ee01aa-284d-41fc-92e0-1e2c29704a3b,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-LAB-3DP-00407,LAB3DP-819407,LabLine,FDM-200,"{""build_mm"": ""220x220x250"", ""filament"": ""ABS""}",fair,active,2024-08-09,35400.00,,medium,"[{""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""high_downtime"", ""detail"": ""27 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.200}]",,,2024-08-16 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
6dc09c81-a2db-4c48-abdc-c8584b0da089,f0a14b69-c0ce-4372-ae3d-ae946d801d82,5a904d7b-02c7-4a5f-8de4-8106644afe6f,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,AST-LAB-3DP-00383,LAB3DP-770989,LabLine,FDM-203,"{""build_mm"": ""220x220x250"", ""filament"": ""PETG""}",poor,active,2024-02-01,35400.00,,medium,"[{""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""repeat_failure"", ""detail"": ""2 corrective jobs in 12 months"", ""weight"": 0.12}, {""code"": ""high_downtime"", ""detail"": ""50 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""condition_poor"", ""detail"": ""condition reported as poor"", ""weight"": 0.15}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.420}]",,,2024-02-08 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
13319f71-4077-42ca-9cf9-67304d699aa5,f0a14b69-c0ce-4372-ae3d-ae946d801d82,fd093c49-0da4-4fb9-b4ca-3354e21aeeed,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-LAB-3DP-00359,LAB3DP-111471,LabLine,FDM-203,"{""build_mm"": ""220x220x250"", ""filament"": ""ABS""}",fair,active,2024-04-09,32200.00,,medium,"[{""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""high_downtime"", ""detail"": ""31 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.200}]",,,2024-04-16 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
3d0a6046-1b99-4bfd-a909-61a0bce67f46,f0a14b69-c0ce-4372-ae3d-ae946d801d82,1234f84e-b9c0-4ae7-a4a5-d80ccaff9edd,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,AST-LAB-3DP-00311,LAB3DP-807723,LabLine,FDM-204,"{""build_mm"": ""220x220x250"", ""filament"": ""PLA""}",fair,active,2021-11-01,38600.00,,medium,"[{""code"": ""age_high"", ""detail"": ""81% of expected life consumed"", ""weight"": 0.15}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""high_downtime"", ""detail"": ""41 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2021-11-08 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
1caced03-12da-40c9-af11-fa22f8a4b953,f0a14b69-c0ce-4372-ae3d-ae946d801d82,c3046ac9-0b25-4639-993e-d7963242f60a,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-LAB-3DP-00287,LAB3DP-629564,LabLine,FDM-202,"{""build_mm"": ""220x220x250"", ""filament"": ""PETG""}",good,active,2022-04-01,29000.00,,medium,"[{""code"": ""age_high"", ""detail"": ""75% of expected life consumed"", ""weight"": 0.15}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.250}]",,,2022-04-08 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
c028f3a2-c1d5-4e21-b025-70408c54dc7f,f0a14b69-c0ce-4372-ae3d-ae946d801d82,e514cc00-3301-4d64-af38-4cd4294f1363,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-LAB-3DP-00263,LAB3DP-180083,LabLine,FDM-202,"{""build_mm"": ""220x220x250"", ""filament"": ""PETG""}",good,active,2020-03-24,29000.00,,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""108% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.400}]",,,2020-03-31 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
43c79abc-7faa-4989-96d6-f9fc1b86b0af,f0a14b69-c0ce-4372-ae3d-ae946d801d82,b9ee01aa-284d-41fc-92e0-1e2c29704a3b,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-LAB-3DP-00239,LAB3DP-267636,LabLine,FDM-203,"{""build_mm"": ""220x220x250"", ""filament"": ""PLA""}",new,active,2022-05-12,32200.00,,medium,"[{""code"": ""age_high"", ""detail"": ""73% of expected life consumed"", ""weight"": 0.15}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.250}]",,,2022-05-19 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
9abf21f5-f9b9-48a4-8041-586b3be5a122,f0a14b69-c0ce-4372-ae3d-ae946d801d82,7d91cdbd-8e9f-4416-aff0-b59104bd3dee,750c04a5-63c4-42c6-a7c4-b3aa1de4eebf,AST-LAB-3DP-00167,LAB3DP-634200,LabLine,FDM-201,"{""build_mm"": ""220x220x250"", ""filament"": ""ABS""}",good,active,2022-09-04,32200.00,,low,"[{""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.100}]",,,2022-09-11 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
7107d2e4-b73a-499f-9301-7fb24da91994,f0a14b69-c0ce-4372-ae3d-ae946d801d82,1234f84e-b9c0-4ae7-a4a5-d80ccaff9edd,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,AST-LAB-3DP-00143,LAB3DP-844171,LabLine,FDM-203,"{""build_mm"": ""220x220x250"", ""filament"": ""PLA""}",new,active,2023-09-22,32200.00,,low,"[{""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.100}]",,,2023-09-29 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
dc3e872b-7036-48ff-8730-0d7db909be22,f0a14b69-c0ce-4372-ae3d-ae946d801d82,c3046ac9-0b25-4639-993e-d7963242f60a,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-LAB-3DP-00119,LAB3DP-173163,LabLine,FDM-202,"{""build_mm"": ""220x220x250"", ""filament"": ""PETG""}",good,active,2020-06-19,35400.00,,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""104% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.400}]",,,2020-06-26 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
6a3bfaf6-aedd-4006-b6c3-d8205e4192b3,f0a14b69-c0ce-4372-ae3d-ae946d801d82,e514cc00-3301-4d64-af38-4cd4294f1363,176f3f16-3ab1-409e-8c10-9631bea0edcc,AST-LAB-3DP-00095,LAB3DP-924323,LabLine,FDM-200,"{""build_mm"": ""220x220x250"", ""filament"": ""PLA""}",good,active,2025-09-12,35400.00,,low,"[{""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.050}]",,,2025-09-19 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
258bc94f-7a74-43f1-ba2c-839d856b65a4,95ef5f39-7726-40fc-a96e-a70dc1197538,023a8b57-58c8-49be-b50f-d5bf95d912a1,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,AST-IT-MONITOR-00366,ITMONITOR-350297,Samsung,V24HD,"{""size_in"": 24, ""resolution"": ""1920x1080""}",good,active,2025-10-06,5180.00,2026-11-05 00:00:00+00,low,"[{""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.000}]",,,2025-10-13 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
4f9b45aa-3644-4ee1-a6c7-0e26f274d3cb,f0a14b69-c0ce-4372-ae3d-ae946d801d82,5a904d7b-02c7-4a5f-8de4-8106644afe6f,05d038a0-b4a2-40fb-9ac6-eecfcf9cda47,AST-LAB-3DP-00047,LAB3DP-868727,LabLine,FDM-203,"{""build_mm"": ""220x220x250"", ""filament"": ""PLA""}",new,active,2019-10-05,35400.00,,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""116% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_maintenance_schedule"", ""detail"": ""asset has no active maintenance template"", ""weight"": 0.05}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.400}]",,,2019-10-12 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
31cb68c4-04b9-459f-a319-f54f64093777,928e1185-3903-4639-bd6e-0fe5d4e1bd5e,226f67de-eecb-4041-b2fd-00c436b1b82f,1c4df881-cca6-49a3-9b2e-6a87a781ef63,AST-IT-PC-00408,ITPC-428259,Acer,Veriton X2680,"{""cpu"": ""i5-10500"", ""ram_gb"": 32, ""storage_gb"": 256}",good,active,2023-12-04,23400.00,2026-12-18 00:00:00+00,low,"[{""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.000}]",,,2023-12-11 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
7db9993a-c311-4055-9ee8-5ed5c9175837,928e1185-3903-4639-bd6e-0fe5d4e1bd5e,0ea1b587-0390-4fcf-a4cd-e82e2caef624,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,AST-IT-PC-00384,ITPC-806056,Asus,ExpertCenter D500,"{""cpu"": ""i5-11400"", ""ram_gb"": 32, ""storage_gb"": 1024}",poor,active,2024-11-24,21000.00,2026-12-14 00:00:00+00,low,"[{""code"": ""condition_poor"", ""detail"": ""condition reported as poor"", ""weight"": 0.15}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.150}]",,,2024-12-01 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
f21f1a4e-f67b-4afc-831b-02970ae18b92,928e1185-3903-4639-bd6e-0fe5d4e1bd5e,8090e173-233a-4c47-9778-d4fe6f272e43,6ff17eb7-5c04-40ff-83f8-043b4cb1c45c,AST-IT-PC-00360,ITPC-509878,HP,ProDesk 600 G6,"{""cpu"": ""i7-10700"", ""ram_gb"": 8, ""storage_gb"": 256}",fair,active,2026-03-03,20200.00,2026-09-29 00:00:00+00,medium,"[{""code"": ""maintenance_due_within_horizon"", ""detail"": ""7 days to next service"", ""weight"": 0.15}, {""code"": ""high_downtime"", ""detail"": ""23 hours of downtime in 12 months"", ""weight"": 0.10}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.250}]",,,2026-03-10 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
e5f03288-56b5-4e41-aeae-32ac9ca686ed,928e1185-3903-4639-bd6e-0fe5d4e1bd5e,418ec156-f12e-4b21-8e3c-9546e326d2f3,1c4df881-cca6-49a3-9b2e-6a87a781ef63,AST-IT-PC-00336,ITPC-916861,Dell,OptiPlex 7090,"{""cpu"": ""i5-11400"", ""ram_gb"": 32, ""storage_gb"": 256}",good,active,2023-09-12,22600.00,2027-02-17 12:36:10.142818+00,low,"[{""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.050}]",,,2023-09-19 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
a3ebae3a-8830-4d9f-bb39-31f1ff5256b6,928e1185-3903-4639-bd6e-0fe5d4e1bd5e,b685a49b-8c4c-437f-9738-80d6a2ab8af5,8703fd82-ea7e-461c-bacc-18cd5a7c3d3b,AST-IT-PC-00288,ITPC-148823,Acer,Veriton X2680,"{""cpu"": ""i5-10500"", ""ram_gb"": 16, ""storage_gb"": 256}",good,active,2021-02-11,22600.00,2026-10-29 12:36:10.142818+00,medium,"[{""code"": ""age_near_or_past_useful_life"", ""detail"": ""112% of expected life consumed"", ""weight"": 0.30}, {""code"": ""no_active_warranty"", ""detail"": ""no warranty currently covers this asset"", ""weight"": 0.05}, {""code"": ""score"", ""detail"": ""baseline_rules v1.0.0, horizon 30 days"", ""weight"": 0.350}]",,,2021-02-18 00:00:00+00,2026-09-21 12:36:10.142818+00,60694a33-64df-4703-bb1f-20bc3948e683,
