asset_tag,snapshot_date,category_code,category_group_code,useful_life_months,age_days,age_months,purchase_cost,condition_at_snapshot,warranty_active,prior_work_orders_count,prior_failures_count,prior_maintenance_cost_total,avg_repair_hours_so_far,maintenance_last_90d_count,building,department,location_type,failure_within_30d,days_to_next_failure,missing_days_to_failure,failure_status,age_years,life_used_percentage,total_maintenance_events,maintenance_cost_per_work_order,failure_history_flag,high_maintenance_flag,warranty_status,snapshot_year,snapshot_month,snapshot_month_name,age_group,cost_group
AST-FURN-DESK-00252,2025-04-14,FURN-DESK,FURN,120,1182,38.8,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,3.2361396303901437,32.33333333333333,1,360.0,0,0,Inactive,2025,4,April,3-5 Years,Low Cost
AST-FURN-DESK-00252,2025-05-14,FURN-DESK,FURN,120,1212,39.8,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,3.3182751540041067,33.166666666666664,1,360.0,0,0,Inactive,2025,5,May,3-5 Years,Low Cost
AST-FURN-DESK-00252,2025-06-13,FURN-DESK,FURN,120,1242,40.8,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,3.40041067761807,34.0,1,360.0,0,0,Inactive,2025,6,June,3-5 Years,Low Cost
AST-FURN-DESK-00252,2025-07-13,FURN-DESK,FURN,120,1272,41.8,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,3.482546201232033,34.833333333333336,1,360.0,0,0,Inactive,2025,7,July,3-5 Years,Low Cost
AST-FURN-DESK-00252,2025-08-12,FURN-DESK,FURN,120,1302,42.8,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,3.564681724845996,35.666666666666664,1,360.0,0,0,Inactive,2025,8,August,3-5 Years,Low Cost
AST-FURN-DESK-00252,2025-09-11,FURN-DESK,FURN,120,1332,43.8,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,3.646817248459959,36.5,1,360.0,0,0,Inactive,2025,9,September,3-5 Years,Low Cost
AST-FURN-DESK-00252,2025-10-11,FURN-DESK,FURN,120,1362,44.7,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,3.728952772073922,37.25,1,360.0,0,0,Inactive,2025,10,October,3-5 Years,Low Cost
AST-FURN-DESK-00252,2025-11-10,FURN-DESK,FURN,120,1392,45.7,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,3.811088295687885,38.083333333333336,1,360.0,0,0,Inactive,2025,11,November,3-5 Years,Low Cost
AST-FURN-DESK-00252,2025-12-10,FURN-DESK,FURN,120,1422,46.7,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,3.893223819301848,38.91666666666667,1,360.0,0,0,Inactive,2025,12,December,3-5 Years,Low Cost
AST-FURN-DESK-00252,2026-01-09,FURN-DESK,FURN,120,1452,47.7,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,3.975359342915811,39.75,1,360.0,0,0,Inactive,2026,1,January,3-5 Years,Low Cost
AST-FURN-DESK-00252,2026-02-08,FURN-DESK,FURN,120,1482,48.7,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,4.057494866529774,40.583333333333336,1,360.0,0,0,Inactive,2026,2,February,3-5 Years,Low Cost
AST-FURN-DESK-00252,2026-03-10,FURN-DESK,FURN,120,1512,49.7,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,4.139630390143737,41.41666666666667,1,360.0,0,0,Inactive,2026,3,March,3-5 Years,Low Cost
AST-FURN-DESK-00252,2026-04-09,FURN-DESK,FURN,120,1542,50.7,3860.0,poor,f,1,0,360.0,1.07,0,AI and Data Science Building,Artificial Intelligence Department,office,0,,1,No Failure,4.2217659137577,42.25000000000001,1,360.0,0,0,Inactive,2026,4,April,3-5 Years,Low Cost
AST-FURN-DESK-00253,2023-09-22,FURN-DESK,FURN,120,973,32.0,4640.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,office,0,,1,No Failure,2.6639288158795345,26.666666666666668,0,0.0,0,0,Inactive,2023,9,September,1-3 Years,Medium Cost
AST-FURN-DESK-00253,2023-10-22,FURN-DESK,FURN,120,1003,33.0,4640.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,office,0,,1,No Failure,2.746064339493498,27.500000000000004,0,0.0,0,0,Inactive,2023,10,October,1-3 Years,Medium Cost
AST-FURN-DESK-00253,2023-11-21,FURN-DESK,FURN,120,1033,33.9,4640.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,office,0,,1,No Failure,2.8281998631074607,28.249999999999996,0,0.0,0,0,Inactive,2023,11,November,1-3 Years,Medium Cost
AST-FURN-DESK-00253,2023-12-21,FURN-DESK,FURN,120,1063,34.9,4640.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,office,0,,1,No Failure,2.9103353867214237,29.083333333333332,0,0.0,0,0,Inactive,2023,12,December,1-3 Years,Medium Cost
AST-FURN-DESK-00253,2024-01-20,FURN-DESK,FURN,120,1093,35.9,4640.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,office,0,,1,No Failure,2.9924709103353866,29.916666666666664,0,0.0,0,0,Inactive,2024,1,January,1-3 Years,Medium Cost
AST-FURN-DESK-00253,2024-02-19,FURN-DESK,FURN,120,1123,36.9,4640.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,office,0,,1,No Failure,3.07460643394935,30.75,0,0.0,0,0,Inactive,2024,2,February,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2024-03-20,FURN-DESK,FURN,120,1153,37.9,4640.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,office,0,,1,No Failure,3.156741957563313,31.58333333333333,0,0.0,0,0,Inactive,2024,3,March,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2024-04-19,FURN-DESK,FURN,120,1183,38.9,4640.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,office,0,,1,No Failure,3.238877481177276,32.416666666666664,0,0.0,0,0,Inactive,2024,4,April,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2024-05-19,FURN-DESK,FURN,120,1213,39.8,4640.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,office,0,,1,No Failure,3.3210130047912387,33.166666666666664,0,0.0,0,0,Inactive,2024,5,May,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2024-06-18,FURN-DESK,FURN,120,1243,40.8,4640.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,office,0,,1,No Failure,3.403148528405202,34.0,0,0.0,0,0,Inactive,2024,6,June,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2024-07-18,FURN-DESK,FURN,120,1273,41.8,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,3.485284052019165,34.833333333333336,0,0.0,0,0,Inactive,2024,7,July,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2024-08-17,FURN-DESK,FURN,120,1303,42.8,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,3.567419575633128,35.666666666666664,0,0.0,0,0,Inactive,2024,8,August,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2024-09-16,FURN-DESK,FURN,120,1333,43.8,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,3.649555099247091,36.5,0,0.0,0,0,Inactive,2024,9,September,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2024-10-16,FURN-DESK,FURN,120,1363,44.8,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,3.7316906228610542,37.33333333333333,0,0.0,0,0,Inactive,2024,10,October,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2024-11-15,FURN-DESK,FURN,120,1393,45.8,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,3.813826146475017,38.166666666666664,0,0.0,0,0,Inactive,2024,11,November,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2024-12-15,FURN-DESK,FURN,120,1423,46.7,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,3.89596167008898,38.91666666666667,0,0.0,0,0,Inactive,2024,12,December,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-01-14,FURN-DESK,FURN,120,1453,47.7,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,3.978097193702943,39.75,0,0.0,0,0,Inactive,2025,1,January,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-02-13,FURN-DESK,FURN,120,1483,48.7,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,4.060232717316906,40.583333333333336,0,0.0,0,0,Inactive,2025,2,February,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-03-15,FURN-DESK,FURN,120,1513,49.7,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,4.142368240930869,41.41666666666667,0,0.0,0,0,Inactive,2025,3,March,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-04-14,FURN-DESK,FURN,120,1543,50.7,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,4.224503764544832,42.25000000000001,0,0.0,0,0,Inactive,2025,4,April,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-05-14,FURN-DESK,FURN,120,1573,51.7,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,4.306639288158795,43.083333333333336,0,0.0,0,0,Inactive,2025,5,May,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-06-13,FURN-DESK,FURN,120,1603,52.7,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,4.388774811772758,43.91666666666667,0,0.0,0,0,Inactive,2025,6,June,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-07-13,FURN-DESK,FURN,120,1633,53.6,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,4.470910335386721,44.666666666666664,0,0.0,0,0,Inactive,2025,7,July,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-08-12,FURN-DESK,FURN,120,1663,54.6,4640.0,unknown,f,0,0,0.0,2.08,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,4.553045859000685,45.5,0,0.0,0,0,Inactive,2025,8,August,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-09-11,FURN-DESK,FURN,120,1693,55.6,4640.0,unknown,f,1,0,120.0,0.95,1,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,4.635181382614648,46.33333333333333,2,120.0,0,1,Inactive,2025,9,September,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-10-11,FURN-DESK,FURN,120,1723,56.6,4640.0,unknown,f,1,0,120.0,0.95,1,Engineering Building,Electrical Engineering Department,office,1,23.0,0,Failure,4.717316906228611,47.16666666666667,2,120.0,0,1,Inactive,2025,10,October,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-11-10,FURN-DESK,FURN,120,1753,57.6,4640.0,unknown,f,2,1,1421.0,13.13,2,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,4.799452429842574,48.00000000000001,4,710.5,1,1,Inactive,2025,11,November,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2025-12-10,FURN-DESK,FURN,120,1783,58.6,4640.0,unknown,f,2,1,1421.0,13.13,1,Engineering Building,Electrical Engineering Department,office,1,28.0,0,Failure,4.8815879534565365,48.833333333333336,3,710.5,1,1,Inactive,2025,12,December,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2026-01-09,FURN-DESK,FURN,120,1813,59.6,4640.0,unknown,f,3,2,2171.0,16.54,2,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,4.963723477070499,49.66666666666667,5,723.6666666666666,1,1,Inactive,2026,1,January,3-5 Years,Medium Cost
AST-FURN-DESK-00253,2026-02-08,FURN-DESK,FURN,120,1843,60.5,4640.0,unknown,f,3,2,2171.0,16.54,1,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,5.045859000684462,50.416666666666664,4,723.6666666666666,1,1,Inactive,2026,2,February,5-10 Years,Medium Cost
AST-FURN-DESK-00253,2026-03-10,FURN-DESK,FURN,120,1873,61.5,4640.0,unknown,f,3,2,2171.0,16.54,1,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,5.127994524298426,51.24999999999999,4,723.6666666666666,1,1,Inactive,2026,3,March,5-10 Years,Medium Cost
AST-FURN-DESK-00253,2026-04-09,FURN-DESK,FURN,120,1903,62.5,4640.0,unknown,f,3,2,2171.0,16.54,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,5.210130047912389,52.083333333333336,3,723.6666666666666,1,0,Inactive,2026,4,April,5-10 Years,Medium Cost
AST-FURN-DESK-00253,2026-05-09,FURN-DESK,FURN,120,1933,63.5,4640.0,unknown,f,3,2,2171.0,16.54,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,5.292265571526352,52.916666666666664,3,723.6666666666666,1,0,Inactive,2026,5,May,5-10 Years,Medium Cost
AST-FURN-DESK-00253,2026-06-08,FURN-DESK,FURN,120,1963,64.5,4640.0,unknown,f,3,2,2171.0,16.54,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,5.374401095140315,53.75,3,723.6666666666666,1,0,Inactive,2026,6,June,5-10 Years,Medium Cost
AST-FURN-DESK-00253,2026-07-08,FURN-DESK,FURN,120,1993,65.5,4640.0,unknown,f,3,2,2171.0,16.54,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,5.456536618754278,54.58333333333333,3,723.6666666666666,1,0,Inactive,2026,7,July,5-10 Years,Medium Cost
AST-FURN-DESK-00253,2026-08-07,FURN-DESK,FURN,120,2023,66.5,4640.0,unknown,f,3,2,2171.0,16.54,0,Engineering Building,Electrical Engineering Department,office,0,,1,No Failure,5.538672142368241,55.41666666666667,3,723.6666666666666,1,0,Inactive,2026,8,August,5-10 Years,Medium Cost
AST-FURN-DESK-00276,2024-04-30,FURN-DESK,FURN,120,60,2.0,4640.0,unknown,t,1,0,360.0,1.98,1,Engineering Building,Computer Science Department,room,0,,1,No Failure,0.16427104722792607,1.6666666666666667,2,360.0,0,1,Active,2024,4,April,0-1 Years,Medium Cost
AST-FURN-DESK-00276,2024-05-30,FURN-DESK,FURN,120,90,3.0,4640.0,unknown,t,1,0,360.0,1.98,1,Engineering Building,Computer Science Department,room,0,,1,No Failure,0.2464065708418891,2.5,2,360.0,0,1,Active,2024,5,May,0-1 Years,Medium Cost
AST-FURN-DESK-00276,2024-06-29,FURN-DESK,FURN,120,120,3.9,4640.0,unknown,t,1,0,360.0,1.98,1,Engineering Building,Computer Science Department,room,0,,1,No Failure,0.32854209445585214,3.25,2,360.0,0,1,Active,2024,6,June,0-1 Years,Medium Cost
AST-FURN-DESK-00276,2024-07-29,FURN-DESK,FURN,120,150,4.9,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,0.4106776180698152,4.083333333333334,1,360.0,0,0,Active,2024,7,July,0-1 Years,Medium Cost
AST-FURN-DESK-00276,2024-08-28,FURN-DESK,FURN,120,180,5.9,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,0.4928131416837782,4.916666666666667,1,360.0,0,0,Active,2024,8,August,0-1 Years,Medium Cost
AST-FURN-DESK-00276,2024-09-27,FURN-DESK,FURN,120,210,6.9,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,0.5749486652977412,5.75,1,360.0,0,0,Active,2024,9,September,0-1 Years,Medium Cost
AST-FURN-DESK-00276,2024-10-27,FURN-DESK,FURN,120,240,7.9,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,0.6570841889117043,6.583333333333334,1,360.0,0,0,Active,2024,10,October,0-1 Years,Medium Cost
AST-FURN-DESK-00276,2024-11-26,FURN-DESK,FURN,120,270,8.9,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,0.7392197125256673,7.416666666666667,1,360.0,0,0,Active,2024,11,November,0-1 Years,Medium Cost
AST-FURN-DESK-00276,2024-12-26,FURN-DESK,FURN,120,300,9.9,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,0.8213552361396304,8.25,1,360.0,0,0,Active,2024,12,December,0-1 Years,Medium Cost
AST-FURN-DESK-00276,2025-01-25,FURN-DESK,FURN,120,330,10.8,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,0.9034907597535934,9.000000000000002,1,360.0,0,0,Active,2025,1,January,0-1 Years,Medium Cost
AST-FURN-DESK-00276,2025-02-24,FURN-DESK,FURN,120,360,11.8,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,0.9856262833675564,9.833333333333334,1,360.0,0,0,Active,2025,2,February,0-1 Years,Medium Cost
AST-FURN-DESK-00276,2025-03-26,FURN-DESK,FURN,120,390,12.8,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.0677618069815196,10.666666666666668,1,360.0,0,0,Active,2025,3,March,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2025-04-25,FURN-DESK,FURN,120,420,13.8,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.1498973305954825,11.5,1,360.0,0,0,Active,2025,4,April,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2025-05-25,FURN-DESK,FURN,120,450,14.8,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.2320328542094456,12.333333333333334,1,360.0,0,0,Active,2025,5,May,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2025-06-24,FURN-DESK,FURN,120,480,15.8,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.3141683778234086,13.166666666666668,1,360.0,0,0,Active,2025,6,June,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2025-07-24,FURN-DESK,FURN,120,510,16.8,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.3963039014373717,14.000000000000002,1,360.0,0,0,Active,2025,7,July,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2025-08-23,FURN-DESK,FURN,120,540,17.7,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.4784394250513346,14.75,1,360.0,0,0,Active,2025,8,August,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2025-09-22,FURN-DESK,FURN,120,570,18.7,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.5605749486652978,15.583333333333332,1,360.0,0,0,Active,2025,9,September,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2025-10-22,FURN-DESK,FURN,120,600,19.7,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.6427104722792607,16.416666666666664,1,360.0,0,0,Active,2025,10,October,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2025-11-21,FURN-DESK,FURN,120,630,20.7,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.7248459958932238,17.25,1,360.0,0,0,Active,2025,11,November,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2025-12-21,FURN-DESK,FURN,120,660,21.7,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.8069815195071868,18.083333333333332,1,360.0,0,0,Active,2025,12,December,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2026-01-20,FURN-DESK,FURN,120,690,22.7,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.88911704312115,18.916666666666664,1,360.0,0,0,Active,2026,1,January,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2026-02-19,FURN-DESK,FURN,120,720,23.7,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,1.9712525667351128,19.749999999999996,1,360.0,0,0,Active,2026,2,February,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2026-03-21,FURN-DESK,FURN,120,750,24.6,4640.0,unknown,t,1,0,360.0,1.98,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,2.0533880903490758,20.5,1,360.0,0,0,Active,2026,3,March,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2026-04-20,FURN-DESK,FURN,120,780,25.6,4640.0,unknown,t,2,0,600.0,1.95,1,Engineering Building,Computer Science Department,room,0,,1,No Failure,2.135523613963039,21.333333333333336,3,300.0,0,1,Active,2026,4,April,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2026-05-20,FURN-DESK,FURN,120,810,26.6,4640.0,unknown,t,2,0,600.0,1.95,1,Engineering Building,Computer Science Department,room,0,,1,No Failure,2.217659137577002,22.166666666666668,3,300.0,0,1,Active,2026,5,May,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2026-06-19,FURN-DESK,FURN,120,840,27.6,4640.0,unknown,t,2,0,600.0,1.95,1,Engineering Building,Computer Science Department,room,0,,1,No Failure,2.299794661190965,23.0,3,300.0,0,1,Active,2026,6,June,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2026-07-19,FURN-DESK,FURN,120,870,28.6,4640.0,unknown,t,2,0,600.0,1.95,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,2.3819301848049284,23.833333333333336,2,300.0,0,0,Active,2026,7,July,1-3 Years,Medium Cost
AST-FURN-DESK-00276,2026-08-18,FURN-DESK,FURN,120,900,29.6,4640.0,unknown,t,2,0,600.0,1.95,0,Engineering Building,Computer Science Department,room,0,,1,No Failure,2.4640657084188913,24.666666666666668,2,300.0,0,0,Active,2026,8,August,1-3 Years,Medium Cost
AST-FURN-DESK-00277,2023-09-22,FURN-DESK,FURN,120,1408,46.3,4120.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,3.8548939082819986,38.58333333333333,0,0.0,0,0,Inactive,2023,9,September,3-5 Years,Low Cost
AST-FURN-DESK-00277,2023-10-22,FURN-DESK,FURN,120,1438,47.2,4120.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,3.9370294318959616,39.333333333333336,0,0.0,0,0,Inactive,2023,10,October,3-5 Years,Low Cost
AST-FURN-DESK-00277,2023-11-21,FURN-DESK,FURN,120,1468,48.2,4120.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.0191649555099245,40.166666666666664,0,0.0,0,0,Inactive,2023,11,November,3-5 Years,Low Cost
AST-FURN-DESK-00277,2023-12-21,FURN-DESK,FURN,120,1498,49.2,4120.0,unknown,f,0,0,0.0,2.08,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.101300479123887,41.0,0,0.0,0,0,Inactive,2023,12,December,3-5 Years,Low Cost
AST-FURN-DESK-00277,2024-01-20,FURN-DESK,FURN,120,1528,50.2,4120.0,unknown,f,1,0,480.0,2.83,1,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.183436002737851,41.833333333333336,2,480.0,0,1,Inactive,2024,1,January,3-5 Years,Low Cost
AST-FURN-DESK-00277,2024-02-19,FURN-DESK,FURN,120,1558,51.2,4120.0,unknown,f,1,0,480.0,2.83,1,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.265571526351814,42.66666666666667,2,480.0,0,1,Inactive,2024,2,February,3-5 Years,Low Cost
AST-FURN-DESK-00277,2024-03-20,FURN-DESK,FURN,120,1588,52.2,4120.0,unknown,f,1,0,480.0,2.83,1,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.347707049965777,43.5,2,480.0,0,1,Inactive,2024,3,March,3-5 Years,Low Cost
AST-FURN-DESK-00277,2024-04-19,FURN-DESK,FURN,120,1618,53.2,4120.0,unknown,f,1,0,480.0,2.83,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.42984257357974,44.333333333333336,1,480.0,0,0,Inactive,2024,4,April,3-5 Years,Low Cost
AST-FURN-DESK-00277,2024-05-19,FURN-DESK,FURN,120,1648,54.1,4120.0,unknown,f,1,0,480.0,2.83,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.511978097193703,45.083333333333336,1,480.0,0,0,Inactive,2024,5,May,3-5 Years,Low Cost
AST-FURN-DESK-00277,2024-06-18,FURN-DESK,FURN,120,1678,55.1,4120.0,unknown,f,1,0,480.0,2.83,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.594113620807666,45.916666666666664,1,480.0,0,0,Inactive,2024,6,June,3-5 Years,Low Cost
AST-FURN-DESK-00277,2024-07-18,FURN-DESK,FURN,120,1708,56.1,4120.0,unknown,f,1,0,480.0,2.83,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.676249144421629,46.75,1,480.0,0,0,Inactive,2024,7,July,3-5 Years,Low Cost
AST-FURN-DESK-00277,2024-08-17,FURN-DESK,FURN,120,1738,57.1,4120.0,unknown,f,1,0,480.0,2.83,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.758384668035592,47.583333333333336,1,480.0,0,0,Inactive,2024,8,August,3-5 Years,Low Cost
AST-FURN-DESK-00277,2024-09-16,FURN-DESK,FURN,120,1768,58.1,4120.0,unknown,f,1,0,480.0,2.83,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.8405201916495555,48.41666666666667,1,480.0,0,0,Inactive,2024,9,September,3-5 Years,Low Cost
AST-FURN-DESK-00277,2024-10-16,FURN-DESK,FURN,120,1798,59.1,4120.0,unknown,f,1,0,480.0,2.83,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,4.922655715263518,49.25,1,480.0,0,0,Inactive,2024,10,October,3-5 Years,Low Cost
AST-FURN-DESK-00277,2024-11-15,FURN-DESK,FURN,120,1828,60.1,4120.0,unknown,f,1,0,480.0,2.83,0,AI and Data Science Building,Data Science Department,room,0,,1,No Failure,5.004791238877481,50.083333333333336,1,480.0,0,0,Inactive,2024,11,November,5-10 Years,Low Cost
