asset_tag,snapshot_date,category_code,category_group_code,useful_life_months,age_days,age_months,purchase_cost,condition_at_snapshot,warranty_active,prior_work_orders_count,prior_failures_count,prior_maintenance_cost_total,avg_repair_hours_so_far,maintenance_last_90d_count,building,department,location_type,failure_within_30d,days_to_next_failure
AST-FURN-CHAIR-00375,2024-06-23,FURN-CHAIR,FURN,84,210,6.9,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2024-07-23,FURN-CHAIR,FURN,84,240,7.9,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2024-08-22,FURN-CHAIR,FURN,84,270,8.9,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2024-09-21,FURN-CHAIR,FURN,84,300,9.9,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2024-10-21,FURN-CHAIR,FURN,84,330,10.8,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2024-11-20,FURN-CHAIR,FURN,84,360,11.8,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2024-12-20,FURN-CHAIR,FURN,84,390,12.8,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-01-19,FURN-CHAIR,FURN,84,420,13.8,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-02-18,FURN-CHAIR,FURN,84,450,14.8,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-03-20,FURN-CHAIR,FURN,84,480,15.8,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-04-19,FURN-CHAIR,FURN,84,510,16.8,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-05-19,FURN-CHAIR,FURN,84,540,17.7,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-06-18,FURN-CHAIR,FURN,84,570,18.7,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-07-18,FURN-CHAIR,FURN,84,600,19.7,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-08-17,FURN-CHAIR,FURN,84,630,20.7,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-09-16,FURN-CHAIR,FURN,84,660,21.7,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-10-16,FURN-CHAIR,FURN,84,690,22.7,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-11-15,FURN-CHAIR,FURN,84,720,23.7,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2025-12-15,FURN-CHAIR,FURN,84,750,24.6,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2026-01-14,FURN-CHAIR,FURN,84,780,25.6,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2026-02-13,FURN-CHAIR,FURN,84,810,26.6,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2026-03-15,FURN-CHAIR,FURN,84,840,27.6,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2026-04-14,FURN-CHAIR,FURN,84,870,28.6,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2026-05-14,FURN-CHAIR,FURN,84,900,29.6,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2026-06-13,FURN-CHAIR,FURN,84,930,30.6,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2026-07-13,FURN-CHAIR,FURN,84,960,31.5,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00375,2026-08-12,FURN-CHAIR,FURN,84,990,32.5,1900.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,office,0,
AST-FURN-CHAIR-00398,2023-09-22,FURN-CHAIR,FURN,84,978,32.1,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2023-10-22,FURN-CHAIR,FURN,84,1008,33.1,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2023-11-21,FURN-CHAIR,FURN,84,1038,34.1,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2023-12-21,FURN-CHAIR,FURN,84,1068,35.1,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-01-20,FURN-CHAIR,FURN,84,1098,36.1,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-02-19,FURN-CHAIR,FURN,84,1128,37.1,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-03-20,FURN-CHAIR,FURN,84,1158,38.0,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-04-19,FURN-CHAIR,FURN,84,1188,39.0,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-05-19,FURN-CHAIR,FURN,84,1218,40.0,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-06-18,FURN-CHAIR,FURN,84,1248,41.0,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-07-18,FURN-CHAIR,FURN,84,1278,42.0,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-08-17,FURN-CHAIR,FURN,84,1308,43.0,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-09-16,FURN-CHAIR,FURN,84,1338,44.0,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-10-16,FURN-CHAIR,FURN,84,1368,44.9,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-11-15,FURN-CHAIR,FURN,84,1398,45.9,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2024-12-15,FURN-CHAIR,FURN,84,1428,46.9,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-01-14,FURN-CHAIR,FURN,84,1458,47.9,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-02-13,FURN-CHAIR,FURN,84,1488,48.9,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-03-15,FURN-CHAIR,FURN,84,1518,49.9,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-04-14,FURN-CHAIR,FURN,84,1548,50.9,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-05-14,FURN-CHAIR,FURN,84,1578,51.8,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-06-13,FURN-CHAIR,FURN,84,1608,52.8,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-07-13,FURN-CHAIR,FURN,84,1638,53.8,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-08-12,FURN-CHAIR,FURN,84,1668,54.8,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-09-11,FURN-CHAIR,FURN,84,1698,55.8,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-10-11,FURN-CHAIR,FURN,84,1728,56.8,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-11-10,FURN-CHAIR,FURN,84,1758,57.8,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2025-12-10,FURN-CHAIR,FURN,84,1788,58.7,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2026-01-09,FURN-CHAIR,FURN,84,1818,59.7,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2026-02-08,FURN-CHAIR,FURN,84,1848,60.7,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2026-03-10,FURN-CHAIR,FURN,84,1878,61.7,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2026-04-09,FURN-CHAIR,FURN,84,1908,62.7,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2026-05-09,FURN-CHAIR,FURN,84,1938,63.7,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2026-06-08,FURN-CHAIR,FURN,84,1968,64.7,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2026-07-08,FURN-CHAIR,FURN,84,1998,65.6,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00398,2026-08-07,FURN-CHAIR,FURN,84,2028,66.6,2660.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-CHAIR-00399,2026-04-29,FURN-CHAIR,FURN,84,60,2.0,2090.00,unknown,t,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-CHAIR-00399,2026-05-29,FURN-CHAIR,FURN,84,90,3.0,2090.00,unknown,t,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-CHAIR-00399,2026-06-28,FURN-CHAIR,FURN,84,120,3.9,2090.00,unknown,t,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-CHAIR-00399,2026-07-28,FURN-CHAIR,FURN,84,150,4.9,2090.00,unknown,t,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00012,2025-05-05,FURN-DESK,FURN,120,60,2.0,3600.00,unknown,t,1,0,240.00,0.73,1,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2025-06-04,FURN-DESK,FURN,120,90,3.0,3600.00,unknown,t,1,0,240.00,0.73,1,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2025-07-04,FURN-DESK,FURN,120,120,3.9,3600.00,unknown,t,1,0,240.00,0.73,1,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2025-08-03,FURN-DESK,FURN,120,150,4.9,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2025-09-02,FURN-DESK,FURN,120,180,5.9,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2025-10-02,FURN-DESK,FURN,120,210,6.9,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2025-11-01,FURN-DESK,FURN,120,240,7.9,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2025-12-01,FURN-DESK,FURN,120,270,8.9,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2025-12-31,FURN-DESK,FURN,120,300,9.9,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2026-01-30,FURN-DESK,FURN,120,330,10.8,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2026-03-01,FURN-DESK,FURN,120,360,11.8,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2026-03-31,FURN-DESK,FURN,120,390,12.8,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2026-04-30,FURN-DESK,FURN,120,420,13.8,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2026-05-30,FURN-DESK,FURN,120,450,14.8,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2026-06-29,FURN-DESK,FURN,120,480,15.8,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00012,2026-07-29,FURN-DESK,FURN,120,510,16.8,3600.00,unknown,t,1,0,240.00,0.73,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00013,2024-03-31,FURN-DESK,FURN,120,60,2.0,4380.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2024-04-30,FURN-DESK,FURN,120,90,3.0,4380.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2024-05-30,FURN-DESK,FURN,120,120,3.9,4380.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2024-06-29,FURN-DESK,FURN,120,150,4.9,4380.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2024-07-29,FURN-DESK,FURN,120,180,5.9,4380.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2024-08-28,FURN-DESK,FURN,120,210,6.9,4380.00,unknown,f,0,0,0,,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2024-09-27,FURN-DESK,FURN,120,240,7.9,4380.00,unknown,f,1,0,240.00,2.37,1,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2024-10-27,FURN-DESK,FURN,120,270,8.9,4380.00,unknown,f,1,0,240.00,2.37,1,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2024-11-26,FURN-DESK,FURN,120,300,9.9,4380.00,unknown,f,1,0,240.00,2.37,1,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2024-12-26,FURN-DESK,FURN,120,330,10.8,4380.00,unknown,f,1,0,240.00,2.37,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2025-01-25,FURN-DESK,FURN,120,360,11.8,4380.00,unknown,f,1,0,240.00,2.37,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2025-02-24,FURN-DESK,FURN,120,390,12.8,4380.00,unknown,f,1,0,240.00,2.37,0,AI and Data Science Building,Data Science Department,room,0,
AST-FURN-DESK-00013,2025-03-26,FURN-DESK,FURN,120,420,13.8,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2025-04-25,FURN-DESK,FURN,120,450,14.8,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2025-05-25,FURN-DESK,FURN,120,480,15.8,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2025-06-24,FURN-DESK,FURN,120,510,16.8,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2025-07-24,FURN-DESK,FURN,120,540,17.7,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2025-08-23,FURN-DESK,FURN,120,570,18.7,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2025-09-22,FURN-DESK,FURN,120,600,19.7,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2025-10-22,FURN-DESK,FURN,120,630,20.7,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2025-11-21,FURN-DESK,FURN,120,660,21.7,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2025-12-21,FURN-DESK,FURN,120,690,22.7,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2026-01-20,FURN-DESK,FURN,120,720,23.7,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2026-02-19,FURN-DESK,FURN,120,750,24.6,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2026-03-21,FURN-DESK,FURN,120,780,25.6,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2026-04-20,FURN-DESK,FURN,120,810,26.6,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2026-05-20,FURN-DESK,FURN,120,840,27.6,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2026-06-19,FURN-DESK,FURN,120,870,28.6,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2026-07-19,FURN-DESK,FURN,120,900,29.6,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00013,2026-08-18,FURN-DESK,FURN,120,930,30.6,4380.00,unknown,f,1,0,240.00,2.37,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00036,2023-09-22,FURN-DESK,FURN,120,578,19.0,4120.00,unknown,t,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2023-10-22,FURN-DESK,FURN,120,608,20.0,4120.00,unknown,t,0,0,0,,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00036,2023-11-21,FURN-DESK,FURN,120,638,21.0,4120.00,unknown,t,0,0,0,,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00036,2023-12-21,FURN-DESK,FURN,120,668,21.9,4120.00,unknown,t,0,0,0,,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00036,2024-01-20,FURN-DESK,FURN,120,698,22.9,4120.00,unknown,t,0,0,0,,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00036,2024-02-19,FURN-DESK,FURN,120,728,23.9,4120.00,unknown,t,0,0,0,,0,AI and Data Science Building,Artificial Intelligence Department,room,0,
AST-FURN-DESK-00036,2024-03-20,FURN-DESK,FURN,120,758,24.9,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2024-04-19,FURN-DESK,FURN,120,788,25.9,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2024-05-19,FURN-DESK,FURN,120,818,26.9,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2024-06-18,FURN-DESK,FURN,120,848,27.9,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2024-07-18,FURN-DESK,FURN,120,878,28.8,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2024-08-17,FURN-DESK,FURN,120,908,29.8,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2024-09-16,FURN-DESK,FURN,120,938,30.8,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2024-10-16,FURN-DESK,FURN,120,968,31.8,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2024-11-15,FURN-DESK,FURN,120,998,32.8,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2024-12-15,FURN-DESK,FURN,120,1028,33.8,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-01-14,FURN-DESK,FURN,120,1058,34.8,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-02-13,FURN-DESK,FURN,120,1088,35.7,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-03-15,FURN-DESK,FURN,120,1118,36.7,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-04-14,FURN-DESK,FURN,120,1148,37.7,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-05-14,FURN-DESK,FURN,120,1178,38.7,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-06-13,FURN-DESK,FURN,120,1208,39.7,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-07-13,FURN-DESK,FURN,120,1238,40.7,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-08-12,FURN-DESK,FURN,120,1268,41.7,4120.00,unknown,f,0,0,0,,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-09-11,FURN-DESK,FURN,120,1298,42.6,4120.00,unknown,f,1,0,957.00,1.85,1,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-10-11,FURN-DESK,FURN,120,1328,43.6,4120.00,unknown,f,1,0,957.00,1.85,1,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-11-10,FURN-DESK,FURN,120,1358,44.6,4120.00,unknown,f,1,0,957.00,1.85,1,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2025-12-10,FURN-DESK,FURN,120,1388,45.6,4120.00,unknown,f,1,0,957.00,1.85,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2026-01-09,FURN-DESK,FURN,120,1418,46.6,4120.00,unknown,f,1,0,957.00,1.85,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2026-02-08,FURN-DESK,FURN,120,1448,47.6,4120.00,unknown,f,1,0,957.00,1.85,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2026-03-10,FURN-DESK,FURN,120,1478,48.6,4120.00,unknown,f,1,0,957.00,1.85,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2026-04-09,FURN-DESK,FURN,120,1508,49.5,4120.00,unknown,f,1,0,957.00,1.85,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2026-05-09,FURN-DESK,FURN,120,1538,50.5,4120.00,unknown,f,1,0,957.00,1.85,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2026-06-08,FURN-DESK,FURN,120,1568,51.5,4120.00,unknown,f,1,0,957.00,1.85,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2026-07-08,FURN-DESK,FURN,120,1598,52.5,4120.00,unknown,f,1,0,957.00,1.85,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00036,2026-08-07,FURN-DESK,FURN,120,1628,53.5,4120.00,unknown,f,1,0,957.00,1.85,0,Engineering Building,Computer Science Department,room,0,
AST-FURN-DESK-00037,2023-09-22,FURN-DESK,FURN,120,724,23.8,3860.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00037,2023-10-22,FURN-DESK,FURN,120,754,24.8,3860.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00037,2023-11-21,FURN-DESK,FURN,120,784,25.8,3860.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00037,2023-12-21,FURN-DESK,FURN,120,814,26.7,3860.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00037,2024-01-20,FURN-DESK,FURN,120,844,27.7,3860.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00037,2024-02-19,FURN-DESK,FURN,120,874,28.7,3860.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00037,2024-03-20,FURN-DESK,FURN,120,904,29.7,3860.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00037,2024-04-19,FURN-DESK,FURN,120,934,30.7,3860.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00037,2024-05-19,FURN-DESK,FURN,120,964,31.7,3860.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
AST-FURN-DESK-00037,2024-06-18,FURN-DESK,FURN,120,994,32.7,3860.00,unknown,f,0,0,0,,0,Engineering Building,Electrical Engineering Department,room,0,
