location_id,parent_location_id,location_code,location_name,location_type,is_active,depth,location_path,location_path_name,campus,building,floor,room,org_unit_id,org_unit_name,college,department
ba4b9298-99d3-4aa9-8d04-f4d0d933550d,92d85742-d34d-42c1-b9c5-3a039cc1d6f7,BLD-C-F1-R08,Office BLD-C-F1-08,office,t,4,MAIN/BLD-C/BLD-C-F1/BLD-C-F1-R08,Main Campus > Administration Building > Administration Building - Floor 1 > Office BLD-C-F1-08,Main Campus,Administration Building,Administration Building - Floor 1,Office BLD-C-F1-08,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Facilities Management,
3288eed1-6ae3-45da-acb7-12c603a5bfed,0c1c0aa3-1842-48cd-90df-9832635602f9,BLD-A-F2-R08,Office BLD-A-F2-08,office,t,4,MAIN/BLD-A/BLD-A-F2/BLD-A-F2-R08,Main Campus > Engineering Building > Engineering Building - Floor 2 > Office BLD-A-F2-08,Main Campus,Engineering Building,Engineering Building - Floor 2,Office BLD-A-F2-08,dc26f153-404e-47f8-8034-eb07783f1c9d,Electrical Engineering Department,Faculty of Engineering,Electrical Engineering Department
e514cc00-3301-4d64-af38-4cd4294f1363,8edad0d5-b77f-48bc-a287-396629e4a1a0,BLD-B-F2-R08,Office BLD-B-F2-08,office,t,4,MAIN/BLD-B/BLD-B-F2/BLD-B-F2-R08,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 2 > Office BLD-B-F2-08,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 2,Office BLD-B-F2-08,6f3efb5d-afd8-49c9-8c40-31084252833a,Data Science Department,Faculty of AI and Data Management,Data Science Department
02bca8b1-2624-4782-8cf9-81f6abe4f201,37724b27-3ef2-4bb3-ab2a-60ec4c7b9618,BLD-C-F2-R08,Office BLD-C-F2-08,office,t,4,MAIN/BLD-C/BLD-C-F2/BLD-C-F2-R08,Main Campus > Administration Building > Administration Building - Floor 2 > Office BLD-C-F2-08,Main Campus,Administration Building,Administration Building - Floor 2,Office BLD-C-F2-08,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Facilities Management,
226f67de-eecb-4041-b2fd-00c436b1b82f,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,BLD-A-F1-R09,Office BLD-A-F1-09,office,t,4,MAIN/BLD-A/BLD-A-F1/BLD-A-F1-R09,Main Campus > Engineering Building > Engineering Building - Floor 1 > Office BLD-A-F1-09,Main Campus,Engineering Building,Engineering Building - Floor 1,Office BLD-A-F1-09,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Faculty of Engineering,Computer Science Department
42a0fa0c-5355-4ca9-b2c2-a1b6993ee48b,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,BLD-B-F1-R09,Office BLD-B-F1-09,office,t,4,MAIN/BLD-B/BLD-B-F1/BLD-B-F1-R09,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 1 > Office BLD-B-F1-09,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 1,Office BLD-B-F1-09,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,Faculty of AI and Data Management,Artificial Intelligence Department
b430dfa5-4f26-4ce2-bba1-b6ed3b2eefd4,0c1c0aa3-1842-48cd-90df-9832635602f9,BLD-A-F2-R09,Office BLD-A-F2-09,office,t,4,MAIN/BLD-A/BLD-A-F2/BLD-A-F2-R09,Main Campus > Engineering Building > Engineering Building - Floor 2 > Office BLD-A-F2-09,Main Campus,Engineering Building,Engineering Building - Floor 2,Office BLD-A-F2-09,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Faculty of Engineering,Computer Science Department
85499f3b-df0c-46e7-b412-0e86014d2d23,8edad0d5-b77f-48bc-a287-396629e4a1a0,BLD-B-F2-R09,Office BLD-B-F2-09,office,t,4,MAIN/BLD-B/BLD-B-F2/BLD-B-F2-R09,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 2 > Office BLD-B-F2-09,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 2,Office BLD-B-F2-09,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,Faculty of AI and Data Management,Artificial Intelligence Department
87c202bd-5d44-4042-accc-214381d58ab5,c70933ce-e053-4ffe-8e0d-97ab5eaf8dae,BLD-A-F1-R10,Office BLD-A-F1-10,office,t,4,MAIN/BLD-A/BLD-A-F1/BLD-A-F1-R10,Main Campus > Engineering Building > Engineering Building - Floor 1 > Office BLD-A-F1-10,Main Campus,Engineering Building,Engineering Building - Floor 1,Office BLD-A-F1-10,dc26f153-404e-47f8-8034-eb07783f1c9d,Electrical Engineering Department,Faculty of Engineering,Electrical Engineering Department
fd093c49-0da4-4fb9-b4ca-3354e21aeeed,8e34a5cf-6a71-44a7-9a49-78f0d5bfccd0,BLD-B-F1-R10,Office BLD-B-F1-10,office,t,4,MAIN/BLD-B/BLD-B-F1/BLD-B-F1-R10,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 1 > Office BLD-B-F1-10,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 1,Office BLD-B-F1-10,6f3efb5d-afd8-49c9-8c40-31084252833a,Data Science Department,Faculty of AI and Data Management,Data Science Department
75741c19-7bc5-4f13-8bcd-5543dbab11a6,0c1c0aa3-1842-48cd-90df-9832635602f9,BLD-A-F2-R10,Office BLD-A-F2-10,office,t,4,MAIN/BLD-A/BLD-A-F2/BLD-A-F2-R10,Main Campus > Engineering Building > Engineering Building - Floor 2 > Office BLD-A-F2-10,Main Campus,Engineering Building,Engineering Building - Floor 2,Office BLD-A-F2-10,dc26f153-404e-47f8-8034-eb07783f1c9d,Electrical Engineering Department,Faculty of Engineering,Electrical Engineering Department
a794d2a5-d422-4ca5-97b2-a4c30210ff52,8edad0d5-b77f-48bc-a287-396629e4a1a0,BLD-B-F2-R10,Office BLD-B-F2-10,office,t,4,MAIN/BLD-B/BLD-B-F2/BLD-B-F2-R10,Main Campus > AI and Data Science Building > AI and Data Science Building - Floor 2 > Office BLD-B-F2-10,Main Campus,AI and Data Science Building,AI and Data Science Building - Floor 2,Office BLD-B-F2-10,6f3efb5d-afd8-49c9-8c40-31084252833a,Data Science Department,Faculty of AI and Data Management,Data Science Department
