document_id,asset_id,asset_tag,org_unit_id,org_unit_name,building,document_type,supplier_name,purchase_order_number,invoice_number,invoice_amount,warranty_provider,warranty_expires_at,warranty_days_left,warranty_bucket,mime_type,byte_size,size_mb,scan_status,is_downloadable,uploaded_by,uploaded_by_name,created_at,uploaded_date
14a1d135-f4a2-4978-acb5-0254bf428e9c,f119e457-5bd6-454a-8571-954ae1dabebe,AST-IT-PC-00410,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Administration Building,warranty,PowerGuard Energy,,,,Service contract,2025-02-24,-574,expired,application/pdf,170698,0.16,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-03-11 00:00:00+00,2023-03-11
63b4d271-8035-41d1-ad85-010cbe162ac4,531d06f2-dc97-4727-8bae-d4929105d722,AST-IT-LAPTOP-00035,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Administration Building,invoice,Upper Egypt Office Works,PO-2025-0026,INV-2025-0807,28500.00,,,,not a warranty,application/pdf,385706,0.37,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-08-20 00:00:00+00,2025-08-20
b15aab4c-a3d7-4397-bc56-b03b082bf44c,ebe2d980-d775-4914-ae93-41bdbc59b29f,AST-IT-PC-00147,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Administration Building,invoice,LabLine Scientific,PO-2022-0021,INV-2022-0259,24852.00,,,,not a warranty,application/pdf,504604,0.48,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-05-13 00:00:00+00,2022-05-13
8bebb098-6b11-43fb-9a65-5c415ce4680f,c5abff57-b36f-45b9-87a2-4217ccab877b,AST-IT-PC-00195,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Administration Building,invoice,CoolAir Engineering,PO-2019-0011,INV-2019-0095,20292.00,,,,not a warranty,application/pdf,415920,0.40,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2019-10-09 00:00:00+00,2019-10-09
d3215598-31bf-44d6-a1e8-3ccdea9aff7a,f119e457-5bd6-454a-8571-954ae1dabebe,AST-IT-PC-00410,ff591628-5c79-4358-9a5b-d60833359337,Facilities Management,Administration Building,invoice,PowerGuard Energy,PO-2023-0045,INV-2023-0236,19380.00,,,,not a warranty,application/pdf,446768,0.43,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-03-11 00:00:00+00,2023-03-11
556d81d8-ace9-46d6-9da1-85eaba814cc7,9442d853-d0d5-46d0-8059-54ef6893b55f,AST-LAB-OSC-00046,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,retirement_evidence,,,,,,,,not a warranty,application/pdf,340000,0.32,clean,t,63cfd2c4-2600-45b5-8925-b1c9ff6c04ee,Hossam El-Deen,2026-09-21 12:36:10.142818+00,2026-09-21
d7201699-9452-4155-8633-fbc66dcf70c4,ab65e716-a553-4163-8e14-81d2954dd14a,AST-IT-MONITOR-00270,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,retirement_evidence,,,,,,,,not a warranty,application/pdf,340000,0.32,clean,t,63cfd2c4-2600-45b5-8925-b1c9ff6c04ee,Hossam El-Deen,2026-09-21 12:36:10.142818+00,2026-09-21
ea0be798-8f7a-402d-b95a-14a426ebbb5f,1e33351a-317b-41ce-8c95-23d0ba4fb3bb,AST-LAB-OSC-00382,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,other,,,,,,,,not a warranty,application/pdf,512000,0.49,infected,f,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2026-09-21 12:36:10.142818+00,2026-09-21
4ffd7883-656a-4d27-8ea4-dd59f76f7967,005c93a5-5ee4-4b23-80d6-8f3ff2953ac3,AST-FURN-CHAIR-00158,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,manual,,,,,,,,not a warranty,application/pdf,3249197,3.10,clean,t,60694a33-64df-4703-bb1f-20bc3948e683,Hala Rashad,2026-09-21 12:36:10.142818+00,2026-09-21
a83621f1-2011-418f-88e9-281aef43d553,e264899e-2ce6-4724-b7f9-4e422aa2af92,AST-FURN-CHAIR-00326,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,manual,,,,,,,,not a warranty,application/pdf,3117686,2.97,clean,t,60694a33-64df-4703-bb1f-20bc3948e683,Hala Rashad,2026-09-21 12:36:10.142818+00,2026-09-21
9976969c-337e-456b-bc26-65079b6ba303,03d0f3b4-1d04-4940-994b-2a431fd5dd7b,AST-LAB-OSC-00214,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Delta Computer Supplies,,,,Supplier extended cover,2026-01-03,-261,expired,application/pdf,116253,0.11,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2024-01-18 00:00:00+00,2024-01-18
81e0956b-afda-4398-b0fb-fd830dca3a56,1e33351a-317b-41ce-8c95-23d0ba4fb3bb,AST-LAB-OSC-00382,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,CoolAir Engineering,,,,Manufacturer warranty,2028-03-09,535,covered,application/pdf,109002,0.10,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-03-24 00:00:00+00,2025-03-24
824c52c1-73f7-4d46-bef7-8ddfc79d227c,005c93a5-5ee4-4b23-80d6-8f3ff2953ac3,AST-FURN-CHAIR-00158,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Delta Computer Supplies,,,,Supplier extended cover,2026-04-13,-161,expired,application/pdf,173399,0.17,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2024-04-27 00:00:00+00,2024-04-27
0d0c5fd7-c8bc-48f2-acbb-d782a12c065a,e264899e-2ce6-4724-b7f9-4e422aa2af92,AST-FURN-CHAIR-00326,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Upper Egypt Office Works,,,,Service contract,2022-05-09,-1596,expired,application/pdf,209834,0.20,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-05-23 00:00:00+00,2020-05-23
835c6130-5ec7-433c-9549-84aa2ece672f,6069757f-cd21-439d-8ac9-f9e3e7692ac4,AST-IT-MONITOR-00102,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Nile Tech Systems,,,,Supplier extended cover,2028-03-29,555,covered,application/pdf,206989,0.20,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-04-13 00:00:00+00,2025-04-13
d8cd9001-7873-470d-8239-4de832721475,ab65e716-a553-4163-8e14-81d2954dd14a,AST-IT-MONITOR-00270,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Upper Egypt Office Works,,,,Supplier extended cover,2023-08-30,-1118,expired,application/pdf,101238,0.10,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-09-13 00:00:00+00,2021-09-13
18376517-cd2a-481f-80ac-0ab36e434f5a,9442d853-d0d5-46d0-8059-54ef6893b55f,AST-LAB-OSC-00046,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,Nile Tech Systems,PO-2021-0001,INV-2021-0302,70680.00,,,,not a warranty,application/pdf,153011,0.15,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-11-04 00:00:00+00,2021-11-04
0187b272-b3a8-4051-bbad-01ae1fabcc28,03d0f3b4-1d04-4940-994b-2a431fd5dd7b,AST-LAB-OSC-00214,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,Delta Computer Supplies,PO-2024-0033,INV-2024-0247,92340.00,,,,not a warranty,application/pdf,432769,0.41,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2024-01-18 00:00:00+00,2024-01-18
f90474a6-4dd4-44c8-a618-b0974ef5f6f3,1e33351a-317b-41ce-8c95-23d0ba4fb3bb,AST-LAB-OSC-00382,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,CoolAir Engineering,PO-2025-0021,INV-2025-0195,81510.00,,,,not a warranty,application/pdf,475413,0.45,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-03-24 00:00:00+00,2025-03-24
9855bea2-66f1-4ad7-b531-caae523c0790,005c93a5-5ee4-4b23-80d6-8f3ff2953ac3,AST-FURN-CHAIR-00158,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,Delta Computer Supplies,PO-2024-0042,INV-2024-0025,2599.20,,,,not a warranty,application/pdf,242971,0.23,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2024-04-27 00:00:00+00,2024-04-27
d1b012a0-5aef-402a-8858-ed03cc7ef9ca,6069757f-cd21-439d-8ac9-f9e3e7692ac4,AST-IT-MONITOR-00102,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,invoice,Nile Tech Systems,PO-2025-0039,INV-2025-0722,4446.00,,,,not a warranty,application/pdf,368438,0.35,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-04-13 00:00:00+00,2025-04-13
0e8c2c19-3ab0-4233-9f5b-33f5fc769d34,35d6700e-4f92-4e38-81dd-2df78f813e43,AST-FAC-UPS-00114,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,LabLine Scientific,,,,Supplier extended cover,2025-01-19,-610,expired,application/pdf,96035,0.09,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-02-03 00:00:00+00,2023-02-03
c2a8d121-ec23-4752-be43-1aff8e728e5a,18754f43-6a77-4e65-a133-23841c655bcb,AST-IT-LAPTOP-00058,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,Delta Computer Supplies,,,,Manufacturer warranty,2022-04-12,-1623,expired,application/pdf,126871,0.12,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-04-26 00:00:00+00,2020-04-26
a4250cbb-56ff-4267-9f0c-c7fd1d37c02f,094e9be1-4250-4720-8fd0-0413662d1900,AST-IT-LAPTOP-00394,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,Delta Computer Supplies,,,,Supplier extended cover,2025-11-18,-307,expired,application/pdf,80498,0.08,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-12-03 00:00:00+00,2023-12-03
fb28cd06-d80f-4a39-a493-6003562501a8,28779917-20e7-4f6a-95be-2d2ba4e8ca04,AST-IT-PC-00002,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,LabLine Scientific,,,,Manufacturer warranty,2023-01-07,-1353,expired,application/pdf,238001,0.23,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-01-21 00:00:00+00,2021-01-21
2e7c86b4-ebf4-4513-a304-fb4e97a65d85,2a95c80e-f99c-46f6-aefc-13b07447e4f2,AST-IT-PC-00170,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,Nile Tech Systems,,,,Service contract,2025-07-14,-434,expired,application/pdf,140488,0.13,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-07-29 00:00:00+00,2023-07-29
6ca6acff-963a-4bed-ae13-078b6ed19933,9bacb1c9-e19c-438c-8fd6-ee6cbc6ff974,AST-IT-PC-00338,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,warranty,Delta Computer Supplies,,,,Service contract,2025-01-30,-599,expired,application/pdf,211034,0.20,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-02-14 00:00:00+00,2023-02-14
87b3df17-d1f2-4a8f-8393-4909a956c729,35d6700e-4f92-4e38-81dd-2df78f813e43,AST-FAC-UPS-00114,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,LabLine Scientific,PO-2023-0052,INV-2023-0636,8436.00,,,,not a warranty,application/pdf,226054,0.22,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-02-03 00:00:00+00,2023-02-03
d58cf529-5446-4dee-856d-2d2fd97187f6,35adb947-a42f-48dc-8aa1-88bb765de796,AST-IT-LAPTOP-00226,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,Upper Egypt Office Works,PO-2022-0032,INV-2022-0274,28500.00,,,,not a warranty,application/pdf,395521,0.38,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-04-28 00:00:00+00,2022-04-28
82dccda8-44c1-4d84-b014-ba3f7204465f,094e9be1-4250-4720-8fd0-0413662d1900,AST-IT-LAPTOP-00394,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,Delta Computer Supplies,PO-2023-0009,INV-2023-0006,34428.00,,,,not a warranty,application/pdf,222677,0.21,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-12-03 00:00:00+00,2023-12-03
75354b42-fba4-47be-a41f-be44f0fd03a4,28779917-20e7-4f6a-95be-2d2ba4e8ca04,AST-IT-PC-00002,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,LabLine Scientific,PO-2021-0021,INV-2021-0274,19380.00,,,,not a warranty,application/pdf,156616,0.15,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-01-21 00:00:00+00,2021-01-21
c44df62d-3772-44ad-b758-6851cae3cc96,9bacb1c9-e19c-438c-8fd6-ee6cbc6ff974,AST-IT-PC-00338,8ef0ecc9-58c0-4c55-91e0-178f17ee7c58,Artificial Intelligence Department,AI and Data Science Building,invoice,Delta Computer Supplies,PO-2023-0016,INV-2023-0541,19380.00,,,,not a warranty,application/pdf,199776,0.19,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-02-14 00:00:00+00,2023-02-14
9972c1ca-b680-4879-9ac0-5a550f204c80,00222747-db35-4e0a-86df-e34d11f449b3,AST-LAB-OSC-00406,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,other,,,,,,,,not a warranty,application/pdf,512000,0.49,infected,f,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2026-09-21 12:36:10.142818+00,2026-09-21
4220f21d-0042-41fe-a95b-39c4c5007e19,bfcd160b-2fa1-4ad5-b810-c6f9f87aa97b,AST-LAB-OSC-00070,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,manual,,,,,,,,not a warranty,application/pdf,3315053,3.16,clean,t,60694a33-64df-4703-bb1f-20bc3948e683,Hala Rashad,2026-09-21 12:36:10.142818+00,2026-09-21
22930ea3-91e8-44e6-8f3c-64a747682834,0bd6559f-9592-40f3-8c97-fde0cb50e6b4,AST-LAB-OSC-00238,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,warranty,CoolAir Engineering,,,,Manufacturer warranty,2023-03-01,-1300,expired,application/pdf,237673,0.23,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-03-15 00:00:00+00,2021-03-15
d9bfe77f-1285-4e85-83c1-d848cd8a99b2,00222747-db35-4e0a-86df-e34d11f449b3,AST-LAB-OSC-00406,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,warranty,Delta Computer Supplies,,,,Supplier extended cover,2024-05-22,-852,expired,application/pdf,129739,0.12,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-06-06 00:00:00+00,2022-06-06
a8095cb6-4629-4019-a1d5-c3313b8e6385,b90086d0-96ee-46ff-ad7c-1ede87627019,AST-FURN-CHAIR-00350,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,warranty,Delta Computer Supplies,,,,Manufacturer warranty,2024-04-29,-875,expired,application/pdf,197530,0.19,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-05-14 00:00:00+00,2022-05-14
bb4920e5-8a1b-4763-b557-7121832564ac,866bf58d-cff4-4719-b726-3357fb436e70,AST-IT-LAPTOP-00179,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,warranty,PowerGuard Energy,,,,Supplier extended cover,2025-01-19,-610,expired,application/pdf,143824,0.14,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-02-03 00:00:00+00,2023-02-03
feafac3f-3da0-4ee6-a0ac-7a926799ab34,a5b79db8-1d3b-4a94-9623-2d3fb1999e87,AST-IT-MONITOR-00248,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,warranty,Delta Computer Supplies,,,,Supplier extended cover,2022-05-10,-1595,expired,application/pdf,115567,0.11,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-05-24 00:00:00+00,2020-05-24
33f689b4-3d3b-4b9f-8bf0-9d2ca2df9fd1,4098a313-3526-4a48-b037-63d4b65f1bd8,AST-IT-MONITOR-00294,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,warranty,Nile Tech Systems,,,,Manufacturer warranty,2027-06-23,275,covered,application/pdf,103085,0.10,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2024-07-07 00:00:00+00,2024-07-07
ce1eff8c-d8c5-42a3-b016-99dd5ab8605f,bfcd160b-2fa1-4ad5-b810-c6f9f87aa97b,AST-LAB-OSC-00070,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,invoice,Nile Tech Systems,PO-2020-0004,INV-2020-0675,81510.00,,,,not a warranty,application/pdf,127147,0.12,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-10-23 00:00:00+00,2020-10-23
1f3ce82e-156d-4b18-b3a5-0dadf4cdf472,0bd6559f-9592-40f3-8c97-fde0cb50e6b4,AST-LAB-OSC-00238,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,invoice,CoolAir Engineering,PO-2021-0059,INV-2021-0741,103170.00,,,,not a warranty,application/pdf,439263,0.42,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-03-15 00:00:00+00,2021-03-15
fb6db60d-f162-44b1-af22-f2aa9bc382ab,00222747-db35-4e0a-86df-e34d11f449b3,AST-LAB-OSC-00406,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,invoice,Delta Computer Supplies,PO-2022-0028,INV-2022-0295,70680.00,,,,not a warranty,application/pdf,250033,0.24,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-06-06 00:00:00+00,2022-06-06
6e1c5a15-7c2f-465a-833c-82d1862a0f77,dddd16cc-3436-4cfd-9091-27bdf56b6ea7,AST-FURN-CHAIR-00014,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,invoice,Delta Computer Supplies,PO-2023-0056,INV-2023-0165,3032.40,,,,not a warranty,application/pdf,226076,0.22,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-12-16 00:00:00+00,2023-12-16
55c70021-4326-4640-88f4-d44e52d5923f,043037c7-6faf-451a-ab41-2e2a417de211,AST-FURN-CHAIR-00182,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,invoice,Delta Computer Supplies,PO-2024-0022,INV-2024-0636,2815.80,,,,not a warranty,application/pdf,368181,0.35,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2024-08-19 00:00:00+00,2024-08-19
55a6d6e6-847d-4ef8-99cc-84e9c964c334,866bf58d-cff4-4719-b726-3357fb436e70,AST-IT-LAPTOP-00179,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,invoice,PowerGuard Energy,PO-2023-0031,INV-2023-0602,38874.00,,,,not a warranty,application/pdf,382483,0.36,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-02-03 00:00:00+00,2023-02-03
4eaf8df7-fcbd-4d07-9353-18aa8a3039c4,a5b79db8-1d3b-4a94-9623-2d3fb1999e87,AST-IT-MONITOR-00248,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,invoice,Delta Computer Supplies,PO-2020-0040,INV-2020-0234,4446.00,,,,not a warranty,application/pdf,251853,0.24,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-05-24 00:00:00+00,2020-05-24
c8d84185-156c-43ff-b5bc-39ffac235e1d,4098a313-3526-4a48-b037-63d4b65f1bd8,AST-IT-MONITOR-00294,d82f0fd6-d71d-41ff-b68c-5f4f7a3f4ea0,Finance and Procurement,Administration Building,invoice,Nile Tech Systems,PO-2024-0040,INV-2024-0782,5540.40,,,,not a warranty,application/pdf,202597,0.19,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2024-07-07 00:00:00+00,2024-07-07
5b46bbbd-147f-416f-9c86-308295cfed2e,922c2b56-f70b-43d9-962d-02990e718976,AST-FURN-DESK-00108,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,manual,,,,,,,,not a warranty,application/pdf,1532275,1.46,clean,t,60694a33-64df-4703-bb1f-20bc3948e683,Hala Rashad,2026-09-21 12:36:10.142818+00,2026-09-21
2094213c-afbf-41b0-ac7c-f14a3b60b3f3,d75e02fd-d967-4233-a08e-d0aa4ac7d55c,AST-IT-PC-00388,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,manual,,,,,,,,not a warranty,application/pdf,2574099,2.45,clean,t,60694a33-64df-4703-bb1f-20bc3948e683,Hala Rashad,2026-09-21 12:36:10.142818+00,2026-09-21
45dd537f-bb10-4a30-a080-70d3eea7be50,f673a17d-c8b6-428b-8939-69282c6e5d8c,AST-IT-PC-00243,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,manual,,,,,,,,not a warranty,application/pdf,1650888,1.57,clean,t,60694a33-64df-4703-bb1f-20bc3948e683,Hala Rashad,2026-09-21 12:36:10.142818+00,2026-09-21
83788f91-5280-46fc-a84b-2ee843fc185d,c280c1ba-cd7b-4693-84e1-812891f1a559,AST-IT-SWITCH-00332,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,CoolAir Engineering,,,,Manufacturer warranty,2026-08-15,-37,expired,application/pdf,185336,0.18,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2023-08-30 00:00:00+00,2023-08-30
98bd6184-22f1-4478-98f6-8dfa972dbfc3,2e348b1b-ebc3-45cc-9e4c-b6e68da6846f,AST-FAC-UPS-00378,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,LabLine Scientific,,,,Service contract,2022-02-02,-1692,expired,application/pdf,80081,0.08,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-02-17 00:00:00+00,2020-02-17
544ed93f-96c7-42ee-81ac-7a3662560bc0,788bb250-6b48-4e09-88ff-9b97b0e0941c,AST-FURN-DESK-00036,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Nile Tech Systems,,,,Supplier extended cover,2024-02-20,-944,expired,application/pdf,92969,0.09,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2022-03-06 00:00:00+00,2022-03-06
386886cb-ebc4-4b57-87f8-29c895cef7a3,922c2b56-f70b-43d9-962d-02990e718976,AST-FURN-DESK-00108,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Delta Computer Supplies,,,,Supplier extended cover,2027-02-16,148,covered,application/pdf,228897,0.22,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2025-03-02 00:00:00+00,2025-03-02
308d2f45-649f-4643-9ce1-c5268854901a,4ab023fe-56e3-4b29-8558-badc2ded9fa5,AST-FURN-DESK-00276,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,LabLine Scientific,,,,Manufacturer warranty,2027-02-28,160,covered,application/pdf,116238,0.11,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2024-03-14 00:00:00+00,2024-03-14
51d3b715-5cdb-49b5-b8d3-e70bc1c08e81,0fc29b73-82f0-491f-b0b8-7e2eaa9010e4,AST-IT-MONITOR-00127,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Delta Computer Supplies,,,,Supplier extended cover,2024-09-29,-722,expired,application/pdf,128783,0.12,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-10-14 00:00:00+00,2021-10-14
352e3001-eb3e-4f7a-8ce1-38cdb594ec24,dc0fc700-5aa9-4efc-9307-56f149b156a7,AST-IT-MONITOR-00222,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,Nile Tech Systems,,,,Manufacturer warranty,2022-10-31,-1421,expired,application/pdf,226148,0.22,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2020-11-14 00:00:00+00,2020-11-14
53329feb-9f4e-4359-9dac-f5fe6cab0a27,feae09a8-0423-4693-87bd-eef373cf5e66,AST-IT-PC-00052,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,PowerGuard Energy,,,,Supplier extended cover,2023-04-03,-1267,expired,application/pdf,93661,0.09,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2021-04-17 00:00:00+00,2021-04-17
ac1fb0fd-20a9-4c80-af2e-dfcc293091dd,d75e02fd-d967-4233-a08e-d0aa4ac7d55c,AST-IT-PC-00388,053cf8f8-7366-46a9-b0bb-3f4c8b856fa5,Computer Science Department,Engineering Building,warranty,LabLine Scientific,,,,Manufacturer warranty,2026-01-25,-239,expired,application/pdf,175132,0.17,clean,t,a88277d6-7193-4856-b318-4d7fb0af2f58,Mostafa Adel,2024-02-09 00:00:00+00,2024-02-09
